Phylostratum	GeneID	unfertilized	Zygote	Quadrant	Globular	Heart	Torpedo	Bent	Mature
1	BniB030225	2.4753789688785033	1.963492923817654	1.34360925557991	2.004202076570624	3.7365387184087897	10.607342616325635	1.09026460056722	0.8118218622056196
1	BniB030226	8.452525470369906	9.985794208027071	13.62357922216063	23.1079952346162	25.51345814225637	16.4156065393838	5.456844996841032	1.5636525307714628
6	BniB030228	11.362294190324238	5.866055209124444	9.602435466358523	3.0379925239119667	2.7956074334875773	1.2984143954161937	0.3056361611508036	0.5631308085693767
1	BniB030229	18.590369803967455	4.201070246091346	15.660121859267413	2.025349203610824	0.9061773200930379	24.459601017386372	5.158572578553489	1.536294835843693
1	BniB030233	1.0935369714289498	2.3080193966767264	5.717923976549357	2.9949504955873647	4.075937101096385	25.70793616974338	20.43015176427023	12.734606442171742
1	BniB030237	17.05001014533388	5.95272574587155	10.990041597929828	4.394858818511466	3.2602426510968474	10.956132989301652	4.5784496566910065	2.641494579661105
1	BniB030238	64.47829930803763	41.82629460317087	22.29711283911648	31.123189332759196	36.08684342223698	54.088152568330614	0.4701821438166277	0.0
1	BniB030242	22.189406308223745	7.689874670614471	10.671590573767343	4.038371033338691	4.681987782133567	8.415634770006715	2.036659252498562	2.195683054358711
1	BniB030243	14.174055637529305	6.2616561351407665	8.405049897449448	7.138289292712925	11.301825905978596	5.494270546219943	0.7857242320661875	1.1365910826942114
11	BniB030244	23.174106989232826	14.496380813725471	36.172913759405326	31.14173911438026	28.495889696610927	61.129492245715916	24.26678304366995	1.555742344959473
2	BniB030249	6.048234379521018	6.786538497835993	14.116498274372615	1.6461831975864654	0.7367910741533179	1.7253733749293223	0.4265726563611409	0.6016987114761008
1	BniB030251	23.983347860148946	28.270749920951822	26.561226077318494	37.087762962869256	32.94900150692348	16.014380686299553	3.569839433335203	10.03847258885255
9	BniB030252	17.178016687829714	6.1102704814557915	12.123327985349398	33.26154778763191	31.37406308839103	20.016472193000595	3.569786486182612	3.550631061656505
