Phylostratum	GeneID	B1	B2	B3	B4	B5	B6	B7	B8	B9	B10	B11	B12	B13	B14	B15	B16	B17	B18	B19	B20	B21	B22	B23	B24	B25	B26	B27	B28	B32	B33	B34
0.7404580152671757	B4U62_00005	8034	8148	6718	2936	3195	3052	5113	3284	5305	6191	5706	5502	4607	4255	3453	3530	3094	4849	2851	1693	2099	3472	103	115	285	1026	1079	107	411	341	556
0.7404580152671757	B4U62_00010	6087	5814	5167	1998	2094	1876	3393	2239	3520	3826	3153	3263	3134	2261	2082	1747	1504	2433	1402	893	1288	1813	92	96	392	817	948	64	1139	834	1183
0.7404580152671757	B4U62_00015	1426	1520	1178	480	641	700	1098	587	1024	851	769	863	480	470	444	523	378	677	418	245	383	500	29	24	58	184	186	16	60	47	92
0.7404580152671757	B4U62_00020	11470	13952	10174	4780	5394	5465	8924	5878	9823	9966	9320	8975	8321	6903	5792	8400	6420	10409	9224	6075	6861	8927	1193	1378	2259	7302	5507	452	9702	8075	10881
0.8730048577376821	B4U62_00025	1012	1111	887	357	498	454	840	608	917	1064	923	858	827	789	574	963	755	1130	852	458	539	1071	35	29	169	703	515	24	1131	1038	1334
0.7404580152671757	B4U62_00030	19024	21572	16952	10629	11076	10493	15040	9551	16069	18427	16073	15744	15273	12184	10103	14982	10613	17542	15279	9666	11888	16134	1435	1521	3805	10830	8230	672	27234	21368	31936
0.7404580152671757	B4U62_00035	33125	37491	29462	16291	18050	17834	30172	19423	30294	29104	27290	25790	22975	17117	14457	22437	15652	26587	18292	11570	15236	22022	1208	1363	3901	11638	9740	998	25379	18943	29173
0.8730048577376821	B4U62_00065	175	210	152	32	89	56	215	124	161	372	357	320	692	865	685	440	507	671	353	384	401	1064	47	12	135	228	863	61	96	123	236
0.7404580152671757	B4U62_00070	14816	16171	14019	15622	13293	12600	12160	7737	12434	13535	10787	11121	9652	7547	6726	6181	5445	8478	11931	6645	8211	7171	1194	1282	2300	4029	5166	248	31666	20843	32649
0.7404580152671757	B4U62_00075	17941	20919	16225	4699	6513	6410	10645	7298	11727	9470	8273	8366	5404	4401	3628	4275	3326	5567	3180	2029	2947	3746	152	152	700	1527	2436	181	1501	1185	1692
0.7404580152671757	B4U62_00080	24640	30047	22576	10542	10604	10211	20140	12702	21554	14820	12208	12181	7631	6063	5381	6488	5273	8312	5912	2968	3912	5535	382	473	1081	2919	2610	169	1033	929	1189
0.7404580152671757	B4U62_00085	21564	25882	19395	9902	9185	10016	16327	10544	17668	11445	9184	9173	6080	4223	3969	4738	3632	6164	3991	2013	2850	3143	182	255	662	2030	1880	128	1270	1193	1478
0.7404580152671757	B4U62_00090	10260	11858	9728	8600	7361	6471	6241	4347	6828	5307	4437	4284	3480	2558	2408	2830	2091	3439	2457	1440	1947	2051	121	166	606	1133	1076	130	5470	3928	6875
0.7404580152671757	B4U62_00100	2783	3089	2590	872	1278	1033	2433	1495	2374	2061	1799	1751	1525	1258	1043	1528	1190	1990	1268	697	821	1432	28	31	101	440	389	31	75	69	118
0.7404580152671757	B4U62_00105	2241	2514	2097	803	1102	1035	2050	1402	2162	1888	1598	1604	1252	1114	968	1453	1124	1806	1130	658	909	1407	35	29	119	486	365	25	36	42	85
0.7404580152671757	B4U62_00110	196	141	99	179	124	132	99	84	108	8151	8249	7699	18225	20141	14928	15856	14751	22193	18158	13037	12815	27149	1789	1756	2643	3458	6441	304	932	939	1124
0.7404580152671757	B4U62_00115	294	239	190	196	170	124	123	89	132	1610	1702	1151	2147	2918	2325	1476	1698	2409	1358	1492	1565	5042	245	192	1847	2061	5305	533	775	719	743
0.7404580152671757	B4U62_00120	958	1216	825	290	374	386	755	448	849	964	875	876	675	677	529	567	461	806	666	435	397	555	77	78	96	217	310	18	61	61	80
0.7404580152671757	B4U62_00130	5134	6249	4716	1970	2691	2448	4052	2671	3947	4246	4031	3903	4153	3865	2975	3494	2870	4608	3112	2057	2469	4647	370	374	614	1848	1522	107	762	634	951
0.7404580152671757	B4U62_00135	1686	1869	1344	749	945	927	1808	1218	1344	1770	2005	1633	1250	1182	970	805	781	1244	776	330	565	811	12	13	58	232	321	15	305	268	405
0.7404580152671757	B4U62_00140	1534	1740	1342	585	695	559	802	591	949	1250	1211	1077	1270	1306	1016	1200	1024	1735	907	683	854	1508	79	64	123	301	364	35	246	218	328
0.8730048577376821	B4U62_00145	709	816	569	236	261	259	447	303	434	584	596	497	701	685	513	637	484	860	348	304	302	674	16	17	23	122	127	18	138	103	157
0.8730048577376821	B4U62_00150	184	223	187	47	94	73	121	99	120	741	534	672	1008	1027	646	591	606	742	303	428	457	515	13	19	19	78	107	6	20	23	46
0.8945176960444137	B4U62_00180	202	290	214	12	58	44	142	100	81	478	683	639	901	1014	760	605	715	944	342	429	439	185	2	1	10	48	70	19	49	61	218
0.8730048577376821	B4U62_00185	1568	1774	1331	919	1093	978	2485	1649	1899	2982	2617	2780	2351	2623	1994	1664	1374	2128	2604	1553	1563	1593	65	59	210	620	920	142	1958	2117	1552
0.7404580152671757	B4U62_00190	2515	2843	2143	2228	1975	1868	2751	1762	2441	4275	3928	3864	3618	3767	2901	2895	2351	3526	4483	2597	2600	3251	84	90	269	1160	1351	196	3725	3896	2928
0.7404580152671757	B4U62_00195	4389	5256	3951	1907	2215	2020	4242	2866	3998	4555	4172	4285	3675	3376	2742	2750	2136	3535	3318	2108	2318	3402	258	332	653	1923	1741	219	3255	3415	3031
0.7404580152671757	B4U62_00200	1084	1179	981	511	532	490	793	541	867	1583	1380	1223	1227	1339	1107	1199	1158	1681	1086	986	1116	2535	144	160	969	1389	3155	291	688	708	660
0.7404580152671757	B4U62_00205	1686	1626	1380	1030	946	934	1182	766	1097	2013	2100	1709	1528	1799	1297	1598	1219	1976	1421	1068	1252	2084	123	70	602	1073	2112	242	323	367	297
0.7404580152671757	B4U62_00210	1328	1389	1093	1114	1056	963	1017	661	997	1731	1629	1384	1219	1417	1107	1281	960	1516	1178	928	1029	1991	42	30	348	768	1677	177	868	703	1005
0.7404580152671757	B4U62_00215	4183	4569	3642	2754	2602	2434	3723	2386	3396	4660	4324	3827	3393	3604	2960	2794	2460	3961	3242	2153	2474	4685	319	345	1585	2765	3902	393	899	884	878
0.7404580152671757	B4U62_00220	5075	5749	4306	2562	2552	2357	3943	2509	3934	4780	4111	3942	3292	3311	2577	2750	2383	3857	3480	1981	2379	3857	348	395	1099	2354	2589	217	1561	1331	1522
0.7404580152671757	B4U62_00225	2043	2426	1867	1096	1178	1020	1806	1158	1585	1780	1516	1573	1059	1121	889	944	774	1281	1003	590	706	1248	49	56	224	604	652	53	826	674	832
0.7404580152671757	B4U62_00230	782	794	656	276	264	267	490	287	459	522	519	443	365	343	311	386	260	537	369	259	309	556	27	24	94	223	197	20	204	178	197
0.7404580152671757	B4U62_00235	149	144	119	39	42	41	73	33	98	98	67	77	54	46	54	61	33	72	62	27	39	85	3	2	7	17	25	2	17	24	28
0.7404580152671757	B4U62_00240	1230	1336	1065	529	512	554	860	555	869	1111	1001	891	676	611	514	634	452	849	615	423	516	807	43	52	124	335	350	34	439	327	506
0.7404580152671757	B4U62_00245	26370	32942	27091	5783	11605	9922	19100	11228	16252	13899	10902	11570	6259	6876	5123	4987	4261	7196	2226	1298	1880	5693	94	61	799	2683	4882	360	1541	1345	1229
0.7404580152671757	B4U62_00250	12039	13523	10896	7057	6754	6455	8678	5525	8671	9331	8043	7900	7605	6795	5757	5213	4317	6957	5415	3019	3815	4571	150	174	410	1407	1527	78	3047	1998	3475
0.7404580152671757	B4U62_00255	856	870	780	554	629	539	714	574	786	819	780	671	553	545	422	421	377	579	350	236	307	336	55	43	69	176	186	8	363	308	541
0.7404580152671757	B4U62_00260	22729	32449	22763	6052	8645	8354	16445	9859	15870	27244	24698	26163	43715	39638	29592	31892	27325	42662	24102	17165	19930	26653	768	690	1358	5123	5567	340	1713	1459	2003
0.7404580152671757	B4U62_00265	1434	1608	1314	440	499	446	926	611	927	990	845	793	953	883	773	1027	855	1345	789	523	699	1156	58	41	162	288	436	22	102	81	152
0.7404580152671757	B4U62_00270	2994	3440	2722	801	926	883	1806	1171	1878	1972	1777	1680	1970	1831	1385	2132	1664	2736	1540	1192	1409	2466	141	159	398	763	836	43	971	822	1370
0.7404580152671757	B4U62_00275	141	166	108	51	88	64	116	79	102	7266	6594	7704	12535	14980	9292	21298	17389	29935	11315	16348	13042	12757	725	725	389	878	946	41	107	102	292
0.7404580152671757	B4U62_00280	24315	26380	18250	22231	65336	58793	88260	58980	74988	71341	74000	72064	27054	23164	17223	29795	23696	33332	26923	8052	11534	9335	575	682	4101	12268	18336	672	6210	5794	5561
0.7404580152671757	B4U62_00285	234	246	162	189	384	383	578	496	799	2074	2762	2424	2097	1799	1535	2988	1781	3017	1518	1611	1847	4402	11586	25636	375491	280078	172433	65520	50	35	78
0.7404580152671757	B4U62_00290	3739	4296	3089	1653	1659	1649	2126	1445	2131	3102	2762	2433	2499	2648	2067	2586	2224	3508	2767	2163	2348	2622	446	513	298	785	760	35	1069	830	1329
0.7404580152671757	B4U62_00295	9388	11120	8457	3569	4323	3692	7407	4636	7767	8334	7067	7217	6874	6787	5513	6328	5596	8600	7347	5440	5684	6193	551	576	621	1534	1653	100	2583	2215	3518
0.7404580152671757	B4U62_00300	6300	7292	5415	2932	2932	3133	5604	3608	5634	7229	6901	6406	8085	7798	6393	6931	5460	8533	8181	6050	6263	6428	710	530	540	1473	1507	95	1877	1503	2349
0.7404580152671757	B4U62_00305	61803	73002	48871	55304	85556	77214	127952	70839	136048	139077	122694	126032	88218	63003	51153	35543	24762	35242	90783	34784	44076	13496	1900	2329	4833	15489	19530	822	45972	35550	56742
0.7404580152671757	B4U62_00310	13111	13671	11598	5183	5277	5035	7126	4809	7361	8918	8782	7956	8370	6528	5601	5631	4328	6421	9002	5269	6325	4522	286	280	612	2184	1942	106	1310	1161	1866
0.7404580152671757	B4U62_00315	8189	7963	7153	3061	3188	2966	4539	3081	4754	6014	5582	5292	5527	4034	3746	3556	2739	4247	5128	3353	3896	2840	233	279	443	1237	1271	77	889	831	1085
0.7404580152671757	B4U62_00320	13223	11355	8979	66256	39057	46280	16208	12838	13995	69208	62700	48485	124027	115942	92966	79314	73184	95788	72602	69230	82005	100111	18608	25687	77077	92238	167973	9629	192773	187114	203453
0.7404580152671757	B4U62_00325	2675	2788	2146	1852	1744	1818	2025	1479	2219	6130	6063	4947	14493	12429	10447	9491	7237	9280	7150	9443	10374	5489	464	477	1479	2838	5542	342	2593	2529	2613
0.8730048577376821	B4U62_00330	1024	1051	880	618	690	628	709	507	751	2940	2818	2701	6457	6617	5200	4421	3713	4878	3207	3397	3945	2622	138	104	346	724	1596	137	504	610	533
0.7404580152671757	B4U62_00335	10317	10084	8299	8686	7107	7058	5905	4130	6516	11518	11289	9605	16187	19090	15893	12961	10844	14991	10622	9136	10707	13465	1828	2251	2889	5858	7910	537	7111	6262	8239
0.7404580152671757	B4U62_00340	2292	2503	1870	1319	1237	1131	1180	819	1444	4264	3830	3853	7058	8857	6135	8382	7286	10966	5472	4992	5252	5486	193	233	449	1091	1416	108	455	469	650
0.7404580152671757	B4U62_00345	996	932	711	270	353	283	360	251	423	762	676	499	383	531	375	455	408	689	335	274	347	669	79	82	110	189	233	23	54	45	117
0.7404580152671757	B4U62_00350	3553	3703	2991	1575	1722	1475	2003	1382	2218	1873	1775	1469	1130	1140	936	985	805	1460	986	515	841	1362	110	114	223	525	543	50	403	300	469
0.7404580152671757	B4U62_00355	817	930	654	621	531	533	461	372	473	463	374	343	309	350	242	254	216	360	246	141	213	348	10	12	66	96	121	13	171	132	225
0.8730048577376821	B4U62_00360	892	970	723	752	670	588	477	366	607	1164	1158	983	1423	1647	1234	1630	1303	2142	1218	707	863	1878	76	54	56	183	255	11	168	144	283
0.8730048577376821	B4U62_00365	1649	1753	1377	831	987	745	922	634	1058	2112	1841	1685	2925	2912	2349	2413	2148	3198	2013	1546	1744	3865	315	271	920	1139	2357	221	268	195	313
0.8730048577376821	B4U62_00370	6760	7964	5678	3537	3866	4043	5530	3394	4903	7590	7219	6640	7438	7277	5585	5036	4340	6007	7393	5024	5516	4994	409	226	626	2018	3510	535	2306	1854	2136
0.7404580152671757	B4U62_00375	43152	55077	38385	15178	32878	32703	52193	29621	49862	27212	23676	26737	13039	13122	10498	9935	8841	12295	10223	5681	6285	7266	236	150	1196	4227	5645	389	16907	13743	20415
0.7404580152671757	B4U62_00390	1164	1397	1073	629	822	723	953	625	1032	4513	5011	4664	12408	9615	7715	7155	5853	8120	20755	12265	11226	13293	865	957	770	1480	2018	147	4692	2843	6357
0.7404580152671757	B4U62_00395	722	901	648	334	431	383	778	477	826	3280	2997	3028	6817	5578	4497	4290	3498	4724	9482	6203	5635	5419	348	415	554	946	1415	104	1873	1409	2716
0.7404580152671757	B4U62_00400	243	262	206	88	123	133	233	143	194	1217	1378	1111	2364	2235	1788	1637	1645	2140	2567	1875	1760	2937	207	160	669	925	1748	93	395	324	707
0.7404580152671757	B4U62_00405	13334	13643	11177	7998	8562	8662	15016	10146	13959	22638	19842	20043	19483	22147	16956	16740	15097	22784	16676	12916	14013	21485	1328	1288	4230	7888	11205	717	2075	1778	2654
0.7404580152671757	B4U62_00410	6410	6276	5161	3274	3455	2949	5220	3606	5642	7749	7269	6070	5014	6071	4606	6254	4956	8521	5620	3767	4338	8293	558	515	1562	3056	3705	214	389	342	491
0.7404580152671757	B4U62_00415	74768	77062	61072	38328	38829	38903	63861	41667	67816	79438	68934	67349	52005	52644	41637	51897	44443	76272	47284	28945	34453	73200	5242	6576	13684	33740	32511	2449	29606	24033	38134
0.7404580152671757	B4U62_00420	2002	2028	1759	755	865	847	1420	899	1339	1477	1495	1336	997	1131	874	924	950	1457	952	707	860	1391	57	51	178	480	540	66	154	149	273
0.7404580152671757	B4U62_00425	3044	3303	2641	1170	1153	1127	1996	1317	2057	2504	2325	2162	1643	1575	1329	1538	1279	2117	1477	951	1078	2022	154	143	257	682	712	55	989	790	1160
0.7404580152671757	B4U62_00430	1839	1656	1571	480	654	554	1121	728	1148	1594	1534	1423	1471	1336	1177	1064	914	1434	981	688	827	1355	53	40	101	305	391	41	107	98	188
0.7404580152671757	B4U62_00435	45384	49496	40932	35331	32016	34040	47475	31659	58258	25342	20737	19998	35538	35650	29197	15482	13268	21550	24918	17539	15910	51790	2892	3604	11137	29276	27773	1930	2226	1863	2889
0.7404580152671757	B4U62_00440	1680	1725	1489	2035	2052	1935	2749	1852	2798	2220	2264	1956	2302	1855	1694	1251	1016	1504	1853	1447	1617	1755	106	98	320	923	1068	130	257	235	376
0.7404580152671757	B4U62_00445	905	913	749	2338	1718	1576	944	657	1040	1146	1209	867	823	701	649	737	504	938	778	546	677	841	156	190	248	546	582	36	309	266	478
0.7404580152671757	B4U62_00450	1235	1241	1007	1400	1193	1117	1044	799	1169	1117	1100	993	926	738	620	661	532	837	639	524	585	968	82	79	233	529	500	49	248	205	264
0.7404580152671757	B4U62_00455	1736	1742	1423	1656	1485	1333	1657	1103	1585	1730	1779	1599	1476	1144	1005	1182	897	1422	1098	869	940	1653	149	196	327	760	608	74	615	478	718
0.7404580152671757	B4U62_00460	547	466	392	539	473	491	520	346	517	542	578	553	465	332	318	347	258	418	268	188	256	513	23	21	79	165	160	7	172	150	217
0.7404580152671757	B4U62_00465	798	799	602	721	721	681	709	477	628	828	784	736	683	514	504	516	446	601	460	344	451	803	35	35	110	311	310	28	449	388	554
0.7404580152671757	B4U62_00470	281	319	292	162	146	155	218	181	216	229	168	197	191	108	129	136	104	155	126	74	115	200	6	6	20	42	63	4	70	65	70
0.7404580152671757	B4U62_00475	7336	7998	6509	4203	3796	3791	5621	3691	5733	6529	6180	5730	5358	4727	3955	4602	3689	5907	5132	3543	3794	6188	376	344	660	2106	1873	148	10052	8132	13067
0.7404580152671757	B4U62_00480	13174	13257	11646	5507	5573	5134	8564	5660	8662	10310	9263	9020	9978	8685	7147	8291	6948	10960	8066	5689	6386	10152	652	835	1091	2971	2707	216	18500	14047	22680
0.7404580152671757	B4U62_00560	917	928	729	1084	1564	1213	1864	1193	1774	5356	5701	4003	7747	6729	6003	5796	5608	6436	4015	4480	5300	7047	179	122	978	2459	8528	739	2252	2385	2581
0.7404580152671757	B4U62_00565	710	617	510	1868	1662	1482	1107	809	1061	3988	4557	3116	7782	6267	5551	5839	4990	6074	4225	6557	7750	9508	486	530	2718	5530	13781	1401	2890	2943	2727
0.7404580152671757	B4U62_00570	2141	1886	1404	4120	3406	3150	2836	1900	2785	9167	10239	7061	14489	13435	11470	12280	9986	13576	10005	11785	13931	22251	2144	1979	8137	13273	26077	1180	4859	4838	4714
0.7404580152671757	B4U62_00575	10164	9006	6942	52729	36899	36496	13544	9516	12144	40449	41696	32863	44512	56725	45924	44090	38811	54560	44532	44706	49951	102665	12853	13577	38766	56541	98084	5299	120810	93158	141571
0.7404580152671757	B4U62_00580	2728	2421	1883	5333	4565	4075	2499	1719	2430	6562	6952	5570	6061	9333	7112	9300	7839	10618	9738	9407	10915	16660	3588	4059	9651	16519	23671	1035	11445	8548	13379
0.7404580152671757	B4U62_00585	1389	1186	983	2074	2051	1684	1455	1020	1360	3277	3824	2600	2464	4340	3237	3982	3518	4700	3630	3390	4140	6144	639	606	2340	4709	7634	580	2511	2146	2796
0.7404580152671757	B4U62_00590	2252	2073	1517	3915	3239	3257	2708	1763	2296	5746	6742	4567	6254	6490	5258	5182	4652	6342	4694	3582	4363	6595	1281	1307	3334	4830	7451	524	3164	2635	4044
0.7404580152671757	B4U62_00595	1509	1623	1159	3184	2300	2100	1671	1205	1428	3411	3744	2718	3040	3390	2750	2730	2511	3409	2614	1789	2124	3746	667	801	1991	2705	3594	193	1761	1675	1930
0.7404580152671757	B4U62_00600	336	313	204	135	172	169	224	112	232	314	429	237	221	227	191	307	209	292	166	134	179	247	77	64	76	152	208	2	35	27	59
0.7404580152671757	B4U62_00605	21625	23621	18269	10608	11034	9576	13810	9068	14481	17184	14828	15085	17651	17732	12880	16395	13496	21490	14671	11019	11048	13050	890	1020	1859	4475	4887	315	7102	5178	8589
0.9935230164237798	B4U62_00610	1209	1338	1089	854	810	914	837	663	1026	1334	1129	1354	1662	1774	1298	1781	1677	2417	1281	1058	1011	1457	282	432	189	408	350	30	796	559	782
0.7404580152671757	B4U62_00620	2125	2055	1780	2533	2261	1863	1790	1250	1766	3066	2828	2603	2779	2586	2014	2514	2245	3367	2226	2649	2369	3073	241	224	365	757	838	72	1605	1153	1802
0.7404580152671757	B4U62_00625	423	357	322	597	464	372	352	259	329	496	502	426	404	319	281	336	255	360	283	229	297	421	18	29	67	176	158	15	257	189	277
0.7404580152671757	B4U62_00630	1155	1157	901	1587	1273	1055	1014	733	1046	1429	1476	1169	1065	832	758	772	602	1043	804	637	772	1036	118	131	192	510	402	35	987	721	1340
0.7404580152671757	B4U62_00635	605	538	479	611	496	420	444	339	560	710	686	449	413	369	303	361	279	456	279	180	263	426	66	61	80	175	194	12	152	115	234
0.7404580152671757	B4U62_00640	5053	6061	4103	3079	3459	3256	6934	4515	6551	8994	11110	8286	6712	5702	4658	6096	5012	7446	5236	4149	4976	5340	639	434	1469	3763	4101	420	444	415	711
0.7404580152671757	B4U62_00645	2544	3278	2705	645	1269	1036	3047	1789	2360	2429	2561	2414	1822	1445	1330	1143	1001	1439	1129	954	942	946	35	37	103	536	697	122	93	77	94
0.7404580152671757	B4U62_00650	5429	6816	4975	450	2384	1031	7339	4268	4649	4412	4436	4227	2569	2213	1795	1504	1427	2107	1552	942	1173	1074	27	12	123	501	733	83	37	74	61
0.7404580152671757	B4U62_00655	9567	11307	8955	3824	4618	4573	7762	5213	8591	6684	5479	5726	3740	3027	2437	4676	3602	6027	2774	1638	2517	4275	110	138	430	1628	1373	103	516	575	675
0.7404580152671757	B4U62_00660	121098	134882	109631	35261	43451	39712	62583	43444	68894	57732	44406	49446	35862	30641	24133	35711	25218	43944	22589	11368	16810	22347	690	902	4087	12196	11247	748	13574	10867	16187
0.7404580152671757	B4U62_00665	89632	99692	84109	29054	35052	29722	51912	34803	53051	46825	38248	38728	28213	23350	18724	30112	22041	39210	18926	10066	14312	21816	929	1115	3794	10701	9580	882	13146	11471	15789
0.7404580152671757	B4U62_00670	105574	117635	95633	32224	38526	33983	48968	33634	56042	40592	29025	32242	20724	16755	14229	27588	17973	31931	15649	7844	11535	15857	452	454	2499	7012	6836	478	3644	3015	4373
0.7404580152671757	B4U62_00675	64564	73907	60625	17540	23524	19261	32027	21228	34610	25674	19211	21207	13845	10503	9724	16349	11700	19857	9915	4867	6950	9899	268	261	1449	4540	4019	291	3201	2873	4006
0.7404580152671757	B4U62_00680	2461	2070	1920	672	912	752	1441	934	1469	2194	1726	1684	1449	1069	976	1779	1035	1846	866	626	754	1398	82	88	124	442	432	38	165	211	219
0.7404580152671757	B4U62_00685	110130	104092	90460	55202	57892	54820	90365	58077	92627	108045	89709	91795	78981	63435	53082	77532	57694	97490	57713	39938	45708	79066	8066	10715	12954	36457	34302	2688	130317	91650	168570
0.7404580152671757	B4U62_00690	120579	114693	93740	83609	76113	70043	93835	57410	93229	118113	100648	99541	98249	70902	60977	81558	59511	101080	67661	51151	56547	89081	9587	11678	17660	46994	40860	4082	431097	301491	565720
0.7404580152671757	B4U62_00695	31982	30434	27116	11448	15396	11677	20375	13208	19693	20484	19159	18507	14759	11526	10268	14085	11243	18490	8979	5795	7765	12426	359	422	2083	5745	5181	522	9058	6891	12001
0.7404580152671757	B4U62_00700	52377	46960	43791	19973	21145	19594	30481	19617	29126	29811	27658	25945	19761	15113	12980	20130	13656	25093	11817	7981	11177	17972	1146	1117	2716	7487	7070	541	19365	14200	23719
0.7404580152671757	B4U62_00705	58263	55654	50181	23314	25781	21195	37296	23838	34055	36823	33175	32298	25455	18669	16427	24050	18258	31038	14743	10890	14697	22318	778	959	3186	9618	9250	858	27301	22201	33458
0.7404580152671757	B4U62_00710	307905	296966	264194	129971	134597	112423	200212	128596	191577	196264	166058	163889	133874	94381	82685	128950	90024	158491	76775	60252	74498	119519	9568	12275	24253	58583	50508	5133	147652	113282	185747
0.7404580152671757	B4U62_00715	361450	400589	318347	216219	200632	197557	250843	162540	257922	236356	203590	204359	159063	116752	100897	127607	92589	157377	92830	57073	70157	106061	9701	10306	24237	57410	52364	4512	130814	103325	157100
0.7404580152671757	B4U62_00720	568	521	450	325	386	323	662	446	622	718	674	662	691	739	559	580	483	748	657	449	521	794	49	44	115	268	287	14	127	83	177
0.7404580152671757	B4U62_00725	29021	27448	25398	9557	12054	10714	16634	11478	15826	16169	14373	13093	9228	7536	6094	10462	7878	13792	6107	3517	5539	8625	233	245	1236	3136	3318	243	4164	3418	4825
0.7404580152671757	B4U62_00730	43335	37890	35975	16473	16696	14255	22401	15514	23568	26671	21457	20998	14784	10883	9378	16172	12021	20341	9505	6260	9753	16920	686	730	2089	6768	6468	426	18110	13732	22161
0.7404580152671757	B4U62_00735	29084	25024	25182	10356	10809	9464	16383	11116	15734	18202	15502	15129	10851	7381	6933	10953	8806	14079	6724	4934	7223	12544	604	794	2165	5890	4795	524	17111	13829	21813
0.7404580152671757	B4U62_00740	8587	6975	7079	3149	3479	3207	4696	3162	4708	5248	4362	4484	3092	2122	2025	3248	2266	3857	1883	1314	1950	4021	159	171	584	1750	1552	129	5999	4791	6913
0.7404580152671757	B4U62_00745	53061	44033	42861	21827	21305	18040	29832	19127	27995	33815	28683	28564	21092	14100	12476	20212	14384	24262	12782	9798	14157	22357	1332	1497	3905	10521	8651	780	39350	29719	48981
0.7404580152671757	B4U62_00750	12229	8848	9286	5333	5463	4840	7033	4395	6146	7952	7341	7024	5262	3525	3184	5358	3323	6046	3034	2612	4043	5891	252	318	992	2778	2254	259	10731	8277	13009
0.7404580152671757	B4U62_00755	10463	7977	8458	5235	5108	4550	6359	4070	5011	7056	6823	6146	4910	3626	3166	4242	3115	5641	2895	2607	3678	5202	408	451	1033	2563	1758	253	10948	8901	13090
0.7404580152671757	B4U62_00760	23026	17850	18867	12234	11761	9328	13918	9032	11429	16682	13950	14075	11135	7389	6687	9732	7339	12096	6544	6408	8620	12610	1073	1185	2365	6255	4649	505	25219	21166	33032
0.7404580152671757	B4U62_00765	10843	7937	8593	6449	6239	4763	6271	4196	5738	8846	6653	7274	5244	3366	3207	4857	3344	5608	2765	2940	4233	6050	505	505	1493	3096	2519	289	13930	10942	18969
0.7404580152671757	B4U62_00770	2474	1613	1960	1238	1313	1041	1358	830	1123	1592	1534	1480	942	630	658	1025	662	1103	534	534	819	1333	47	37	153	517	477	61	2921	2571	3950
0.7404580152671757	B4U62_00775	7179	5042	5432	3281	4207	3278	4393	2758	3546	5010	4256	4628	3191	1970	1876	3098	2144	3440	1727	1797	2469	3807	92	88	455	1675	1494	200	10455	7915	12496
0.7404580152671757	B4U62_00780	11108	7595	8360	6941	5923	5138	6743	4208	5263	8222	6805	7330	5295	3212	3040	4751	3282	5233	2920	2949	4043	5812	289	299	987	2659	2266	286	16393	12974	21346
0.7404580152671757	B4U62_00785	8541	5798	6114	5179	4898	4335	5079	3145	3744	5721	5175	5433	4213	2659	2422	3378	2512	3951	2194	2552	3435	4243	229	208	696	1967	1516	194	12569	9596	15207
0.7404580152671757	B4U62_00790	17637	12531	13020	11044	10901	8322	11028	6802	8587	13300	11054	12105	8433	5363	4942	7412	5408	8553	4631	5622	6880	9123	773	858	1879	4730	3567	581	26258	19732	32030
0.7404580152671757	B4U62_00795	3804	2455	2719	2351	2131	1967	2124	1353	1675	2451	2100	2308	1702	1187	1199	1473	1070	1631	1031	1221	1627	2002	95	90	323	1013	747	127	4904	3831	6420
0.7404580152671757	B4U62_00800	13112	9126	9788	8261	8479	6661	8030	5239	6175	8738	7383	8298	6265	3889	3626	5487	3796	6119	3392	4019	5386	6689	235	231	950	2904	2377	444	18951	14373	23050
0.7404580152671757	B4U62_00805	17523	12173	13023	13102	11801	10049	10768	6780	8394	12824	10667	11723	8204	4894	4845	7475	5144	8359	4454	5595	7018	9229	648	699	1739	4858	3536	397	25322	18790	32229
0.7404580152671757	B4U62_00810	10415	7398	7887	8908	7564	5984	6565	4176	4783	7504	6656	6797	4840	3285	2944	4390	3097	4874	2798	3440	4360	5424	531	555	1295	3087	2030	225	16009	12770	20629
0.7404580152671757	B4U62_00815	14026	10306	10212	12310	10822	9684	8918	5682	6961	10372	8839	9452	6427	3966	3935	6118	4145	6624	3799	4627	5527	6981	504	647	1515	4064	2796	318	20730	15919	25731
0.7404580152671757	B4U62_00820	2900	2111	2130	2131	2314	1641	1744	1150	1437	2152	1786	1860	1194	769	763	1283	1003	1357	762	653	869	1350	49	51	181	635	519	29	3180	2845	4498
0.7404580152671757	B4U62_00825	15457	11855	11718	14378	12253	10974	9760	6519	8379	11462	9964	10298	7290	5097	4594	7377	5498	8125	5194	5518	6347	8267	500	570	1791	5045	3640	296	24274	19200	31635
0.7404580152671757	B4U62_00830	54323	44037	40537	41139	44497	37642	42231	27500	37983	37513	34462	32869	21795	15428	13940	24788	16103	26349	16131	17421	20642	25531	3523	4428	8153	16607	13288	1930	30533	23598	39966
0.7404580152671757	B4U62_00835	22989	18811	17509	17040	19042	14628	18644	12273	16001	16663	14385	14522	9931	6945	6457	10596	7385	11316	7176	8070	9448	11289	825	977	3063	7175	5324	699	6705	5241	8620
0.7404580152671757	B4U62_00840	24895	19319	17884	13338	14105	11094	16820	10313	14568	16171	14864	14140	10230	7109	6514	11936	7675	12429	7946	8065	10072	12277	934	951	2782	6192	4923	386	4981	3865	6675
