Phylostratum	GeneID	MYC	INI	PRI	YFB	MFB
2	CC1G_00118T0	5953.121767440043	5598.879001352066	6109.299784177762	5912.157811811252	6513.8305654388005
1	CC1G_00119T0	4329.402138852596	579.9407934776906	1431.1594752126027	4038.215832741095	2262.2038185487563
2	CC1G_00120T0	12541.454974945824	13107.17684368649	13978.144258158556	14357.86545091136	10381.151049804526
1	CC1G_00121T0	5427.519694238379	1936.6417799876558	1619.5012857370637	1400.8594668506398	1474.534970825998
1	CC1G_00122T0	10227.734999294295	6975.175682035446	5888.172749732007	2987.193218051795	4139.565202790845
2	CC1G_00123T0	5163.099520387643	6674.017334983023	5887.5840134154205	5757.541785974366	11069.274375899147
1	CC1G_00124T0	7471.065426122452	8206.93079538054	8382.512961611134	8633.702830939394	8328.539216355306
1	CC1G_00125T0	7118.501575953829	5006.662892842784	5726.4943807823665	4914.557347736579	1029.3198507355705
6	CC1G_00126T0	2997.153706521076	2805.2054444345767	3082.0463752176806	3325.2694060150725	2266.094235789308
2	CC1G_00127T0	3359.124718984004	2983.634145468181	3482.2897520904266	3330.38247241874	3557.141945101934
1	CC1G_00128T0	117.26486404758566	245.27122210134436	254.98782989279138	380.96139828159414	60.39557210383077
1	CC1G_00129T0	6043.328061751963	6724.149570789487	6413.730447564162	5910.83767710992	4397.251608621989
1	CC1G_00130T0	7161.098210822246	8207.76210750755	7522.869967846207	6964.772248490952	8712.943966810439
1	CC1G_00131T0	8561.00357779863	3861.817142680355	4756.722142823648	8094.990234901578	8877.045667156352
1	CC1G_00134T0	10742.632855288088	7057.9042305362	7709.460722889823	7351.910013595182	8218.065775585728
1	CC1G_00135T0	2100.428163612867	1415.8404167332835	1799.7788785675116	1578.4590901168624	2543.91809682761
1	CC1G_00136T0	910.3168728605369	1756.6657450038138	1871.0813800773562	1928.484417728249	5386.669258642208
1	CC1G_00137T0	5354.101170917342	5021.8093729023185	5472.004600230428	6625.981307943698	3883.783754133495
2	CC1G_00138T0	14176.73256461717	9287.706708241101	8806.046148221218	8279.639390922704	7880.297928715337
8	CC1G_00139T0	7756.9296605657255	7603.258362878403	7247.6738158695025	7258.8079193623225	9628.389773670575
1	CC1G_00143T0	5119.314670147238	3544.5955299216625	3209.8738293856322	3083.1025809527305	1409.5022201259856
1	CC1G_00145T0	5825.033996410797	5917.2508382193	6039.16556615742	6044.1006108141755	7780.7106500541995
1	CC1G_00146T0	13367.008169012235	12261.491090686617	13897.477359026549	13094.367264773004	12598.557729288055
1	CC1G_00147T0	4218.5890794497145	3887.9103697295936	4039.022201216143	3752.4755259586004	5062.014098305322
2	CC1G_00148T0	4509.015327211009	6700.750325041241	7319.176283883831	7617.391017667708	6057.168074625252
1	CC1G_00149T0	10896.65323851567	10758.520971065387	11628.84759945648	11001.4829033589	11229.030552381326
1	CC1G_00150T0	5537.914610010418	2247.442030373245	2137.5897438040615	2413.908130428075	1439.7924907439249
8	CC1G_00151T0	13939.15233258786	9607.971486287412	7989.045053711986	6605.426279599097	9086.230236463782
10	CC1G_00152T0	5063.6181751632	1863.0541733575108	1761.1162667999615	1281.9409822892162	3143.5171008313523
8	CC1G_00153T0	3042.754611483812	4404.986204230087	4653.583506242368	3878.7435361286985	6155.40617092845
2	CC1G_00154T0	1746.7338166673285	2381.4240496987322	2594.2272198627097	2600.344258978276	2945.292996218845
1	CC1G_00155T0	4340.832447548115	1433.4718582299943	1694.1778652992073	1873.281844008475	5221.6462924740135
2	CC1G_00156T0	18772.67702697461	17665.030932085192	17246.946686790332	16217.71067173236	18483.78717222495
13	CC1G_00157T0	326.0041357973471	2120.7950846331137	3485.337460684069	2899.6173929249558	3651.8444634014236
2	CC1G_00158T0	12602.53753418624	14589.640929793208	14738.627198911121	13978.674935341594	12038.589515736974
1	CC1G_00159T0	1392.4188571981963	2724.1262645738702	2326.0687408245603	1993.443650410879	1401.894231450154
1	CC1G_00160T0	4511.464164746884	6875.082229890129	7345.030794735768	8444.705809455943	7316.58496143334
7	CC1G_00163T0	4159.8199826404425	1362.887144291994	1302.6688216371813	1473.9762468677243	253.3059068798461
1	CC1G_00164T0	7156.042095052779	8027.63481292814	7747.193697733992	7042.2246083461805	6416.769123117646
1	CC1G_00165T0	5840.392184919906	6829.876501785549	7012.310340993637	7137.010187283217	4079.8207971932356
4	CC1G_00166T0	2517.7449983422225	3382.3318935271836	3273.3414131973727	2628.674630345428	1604.088607121203
6	CC1G_00167T0	2559.252577987341	3424.9015794194374	3338.2800030438198	3827.9942111257333	1743.1484192228058
2	CC1G_00168T0	2295.3576620245512	3636.212312337808	4042.018807289126	4291.174630027211	2004.6109839401954
8	CC1G_00171T0	7046.461664763936	7001.7556830670765	6495.278109151026	6287.046157526232	4314.351900057217
3	CC1G_00172T0	13600.405575870293	13492.887194841884	13410.375174580731	13200.158811847283	14127.678912639165
1	CC1G_00173T0	6869.87558502663	7409.6449534373805	7392.870458280907	6743.59312949835	7572.154111103874
14	CC1G_00174T0	17.72729026464242	25.792909523199967	28.27714797425249	25.226212381485507	63.2842524127913
1	CC1G_00176T0	9821.154966381044	9534.387419774828	10809.881202706416	11006.679038847786	5883.462073483432
1	CC1G_00177T0	4966.808254522627	5365.543811226716	5691.356385319873	5145.046303787407	3654.6105467326574
1	CC1G_00178T0	7393.189216563219	8535.382462539099	8653.26112296327	8409.056536939876	9357.221684976363
1	CC1G_00179T0	6480.18912728167	6686.464029679995	6874.21418502142	6348.593465019273	8416.573767763128
8	CC1G_00180T0	6401.8762346647945	8104.040466203869	7281.810798053389	7274.396695047816	5173.967204380166
1	CC1G_00181T0	8076.031451052081	6844.016501941726	6002.830053729278	6234.230523275861	8111.868678430749
1	CC1G_00182T0	5981.398402610428	7221.590169262965	7585.7956650382475	7143.353754739397	5939.67350222022
3	CC1G_00183T0	2574.979062469609	1769.4168679483016	4812.672599934859	5287.544992172619	110.68240708645251
8	CC1G_00184T0	434.6692713273451	459.4068723380725	514.8714537760809	595.4423621888839	1039.0781107393843
1	CC1G_00185T0	2899.6974551910903	3734.971737486515	3633.2063048353207	4065.770493391063	3661.134303660369
1	CC1G_00186T0	6087.6114182820165	4778.94663890124	4760.924779715292	4398.4628381135335	3611.1173760446854
2	CC1G_00187T0	4544.18292651835	4906.138150811872	5198.809221937386	4768.088331595771	3218.425026468938
2	CC1G_00189T0	6863.3233345173385	7965.815565852084	7879.405249960892	7492.373778845802	8908.300273908686
1	CC1G_00190T0	14821.465740147043	12860.761926406083	12395.653216934204	11967.233531649854	13632.7279259369
1	CC1G_00191T0	5038.01336320929	7949.886027884877	7059.331260637477	6357.249666997535	6188.823374371431
8	CC1G_00192T0	5197.633526109664	5939.323102042462	6141.3282023180245	6693.488081940888	3158.1036052770037
1	CC1G_00193T0	2251.102518490816	3273.4982665235743	2791.201575693357	2604.6083200213034	4536.708389309322
2	CC1G_00194T0	3454.3163166152012	7561.5834742981215	5538.921566705146	4045.0673046975494	5364.13052297659
2	CC1G_00195T0	3009.3257252142853	2096.5585793273103	2256.7422073876373	2145.3117229492286	4005.8354759868816
1	CC1G_00196T0	7803.519163999397	7764.725489049302	9119.373728295057	9479.748529528346	5164.320400944426
1	CC1G_00197T0	5481.443519887255	3776.3836619016033	4896.38135787254	4838.596995228007	5200.976262149446
2	CC1G_00199T0	7709.996077343153	7314.299345182984	6921.429662447407	6638.431369838326	3866.911436856349
1	CC1G_00200T0	811.4939313774082	1106.4449928568538	893.979529851699	1476.1675351741555	4599.846952079284
1	CC1G_00201T0	12149.229194196625	12816.043863195646	12552.780653672897	11033.554252639828	2653.864889116532
10	CC1G_00202T0	3450.1531906580726	7256.235106747464	6414.286170682835	5774.723099561234	1938.6618708029735
1	CC1G_00203T0	9579.612314913506	10208.358133515858	11086.173210998726	10326.247827429703	4052.571210359424
1	CC1G_00206T0	15500.476344979466	15292.356580031454	15067.875926504288	14729.747141344405	12825.952630988793
2	CC1G_00207T0	7842.621594833633	7397.558338753096	7036.110839308863	6053.597552026771	8436.205615052175
1	CC1G_00208T0	6943.283713322688	6177.166048743224	6754.728430838355	6522.154672636001	5726.104694105798
2	CC1G_00209T0	5952.1438541503785	5380.9523787152375	5696.4699250742715	6684.692572061971	6290.5629963483625
2	CC1G_00210T0	6419.173963139822	8043.366229115772	8082.84146772133	7840.850730111486	4314.249353630639
1	CC1G_00211T0	9313.383122125444	9485.921152470659	9135.175769484526	9078.355355923633	8841.437291585738
4	CC1G_00212T0	608.3620976360216	276.58974033076686	421.1132305412272	570.4214711064678	191.06262621360105
1	CC1G_00215T0	9314.771612912951	9434.700485123194	9698.50181853304	9431.973803073166	8307.152007860857
1	CC1G_00216T0	2920.1313675639144	3951.0186635559417	4516.682027935301	4492.353916668974	2979.490367459428
1	CC1G_00217T0	656.8192879681932	3170.845751294339	4455.405833094805	7804.829727092142	6938.94091566271
1	CC1G_00218T0	5629.423851543007	6460.365017192538	5038.068176817494	3980.656403574921	8275.253215400378
2	CC1G_00220T0	7177.591654026547	7788.839076651186	7920.624543107367	6842.259416081184	5768.852334549979
1	CC1G_00221T0	6691.952025691998	8850.85775025397	8329.732972459196	7584.624780257356	11060.087630348586
1	CC1G_00222T0	2249.5934673025845	2636.5201907396754	2725.438498921537	2211.4939412521176	2018.1135206595493
1	CC1G_00223T0	6212.857771373649	6963.458186314831	7191.173129988458	7487.742147593098	6045.638240278249
13	CC1G_00225T0	3097.6862972060067	2650.4998123079786	3038.639854433289	1745.5044434074664	7293.566493877317
1	CC1G_00228T0	16430.19705843801	10942.175188351188	7914.976824361775	6455.114132611138	12858.788735181583
8	CC1G_00229T0	8523.481991007991	7063.5858732118995	8459.329597931299	8625.368683369103	9830.456983018483
1	CC1G_00230T0	3285.1943321878093	3646.579258413867	4181.787561785365	4706.1985542328475	2940.9260407794563
2	CC1G_00231T0	7026.646488081662	7975.422114643099	8736.03204427987	8984.503038501834	7547.172710867346
2	CC1G_00232T0	1947.071186113182	3276.2419816977686	4204.926922190111	4454.050824846596	1356.781490345467
2	CC1G_00233T0	1661.8304249206562	2400.20864267169	2960.9957300764772	2700.6374389867206	2089.9967675635644
13	CC1G_00234T0	5892.74030788615	3408.922573421794	3160.9366798356036	3256.4739873965063	3482.8534283722215
4	CC1G_00235T0	5868.902670688998	6354.052325189775	7589.497069148077	7511.2842154225555	7061.866649794786
1	CC1G_00236T0	6364.618597848566	7400.951855866959	7253.969226478791	6851.969794309401	7031.431726508129
1	CC1G_00237T0	2037.8431870865868	2265.0912833265993	1757.3829339492304	1245.5768522777382	2312.4077457733483
1	CC1G_00238T0	10753.416031028966	10023.425062680288	10527.434883118372	10995.067376908803	8286.31773365949
2	CC1G_00241T0	784.4390364572874	1071.76682470651	2292.5709487526724	4686.879489038316	697.1878451721557
1	CC1G_00242T0	3917.805083294538	5527.620056492007	6850.123686292739	8128.630965300316	5129.785355457728
10	CC1G_00243T0	9732.401241718331	8680.317374702783	7382.826316019619	7110.1555241890965	7563.714106451618
1	CC1G_00244T0	3622.1353661984904	5265.5236033330475	5278.269017763506	5159.6327556566375	5138.256531210411
2	CC1G_00245T0	5755.283915898538	5296.438082598334	5615.479830556456	5827.506867807262	4911.773831389422
1	CC1G_00248T0	5052.068657321672	4575.046469089662	5353.820332469441	5839.014424347237	6935.91669500146
1	CC1G_00249T0	3536.5805650063426	3248.340071262372	4153.992723178217	4170.5987567805305	7861.145338073525
1	CC1G_00250T0	2890.938149127207	3804.73748549349	4654.630156991124	5582.810575996512	6251.962487319485
2	CC1G_00255T0	2725.6968140170584	1503.9103714067426	1451.1173190633804	1683.4569139966989	2841.9562646154677
1	CC1G_00256T0	813.3675377259677	647.1553672080549	399.76462576020805	345.2216931323696	104.70174445954866
1	CC1G_00257T0	2927.885353861015	3920.5367657951997	4263.899299063572	3863.4143062341973	7142.184095478679
7	CC1G_00258T0	8179.838260932753	7532.393207664585	8251.749609052453	10367.533644688037	9322.793603614988
1	CC1G_00259T0	11290.963724340134	9915.119419916598	9792.950665990315	10983.992609658328	8235.317865879411
1	CC1G_00260T0	7537.227261344089	4732.427718453292	5434.000432622717	5815.403150802743	12412.786552946125
1	CC1G_00261T0	2907.2868026932965	3269.2859253023753	3728.283808157568	3596.523393346627	1539.9360465759041
1	CC1G_00262T0	7657.762914102995	7736.357085616441	9151.45301720087	10329.161859998558	4204.089873782721
1	CC1G_00263T0	7331.9555027226015	8289.58542925534	8298.371408089253	7704.06993334482	8944.592015161219
1	CC1G_00264T0	7801.913423591018	8257.54632924384	8159.198055757551	7991.343819677693	12013.3580074915
1	CC1G_00265T0	6201.903947666184	6929.2489691260835	6910.659765435875	6270.699641659585	4527.674906576602
8	CC1G_00266T0	1576.198635908549	1781.1197475185509	1690.7016768890328	1239.2760760240285	816.0109894750924
1	CC1G_00267T0	5786.520856750232	4300.795763975968	4782.4335389950675	5823.493209015198	3869.8002997609237
1	CC1G_00268T0	4155.088791353202	5221.409296685553	5528.8594864655715	4740.480057152977	4271.190609513976
1	CC1G_00269T0	3741.0534451191616	9603.741588533454	9351.577065725127	8089.951937758127	2447.737116545774
6	CC1G_00270T0	12456.383488852985	14426.01267539383	14159.599133661488	13416.94843140615	12574.224585906946
7	CC1G_00271T0	4126.362795001535	4577.153019567745	4516.998985568685	4641.712380615415	2938.7882847843566
1	CC1G_00272T0	10755.656413490708	12839.591703236163	12259.706299985784	11865.021930310608	10463.135008765417
1	CC1G_00273T0	6079.108058526774	5248.146147009467	5647.685160569039	5921.165801002731	6924.527615842111
7	CC1G_00274T0	6988.453231570505	6291.851368230254	6895.316450681441	7032.042711675701	7181.393252369182
1	CC1G_00275T0	2530.887969164438	1558.0679019736206	1715.9846407393181	1610.0409326800302	2028.2565550428494
1	CC1G_00276T0	1180.004422257654	1441.5444872267442	2102.545990743282	2389.575271419873	2466.784569859282
1	CC1G_00277T0	6528.81411696463	6373.210658611862	6635.505149471073	6598.379237047592	6279.860671280349
1	CC1G_00278T0	11452.15285808983	11009.17440075566	11056.107169415527	10878.409255251789	9315.147288628548
1	CC1G_00279T0	10526.42169070656	10332.991551700505	10995.23879759268	10750.52441272072	8085.441174816651
2	CC1G_00280T0	3455.625728069123	4055.88262592715	4265.206448854063	4363.376104071224	6786.982692652447
1	CC1G_00282T0	7589.421664710992	7916.032566434004	7755.108304077061	7770.96285036249	8728.47633693589
5	CC1G_00283T0	9550.807916224976	10327.487463697975	9471.970281529244	8996.773363756003	8376.955185379105
1	CC1G_00284T0	1358.2925133619785	1630.4725282235727	2018.8418925329802	2606.3913864777437	3423.380171073938
4	CC1G_00285T0	3056.5367841082602	3726.6794460037945	3707.541828129804	3332.8560513602024	3914.294832527988
2	CC1G_00286T0	1794.5265671625739	1129.6400402861254	1358.8788384144389	1440.4623918768852	1248.7037128678082
1	CC1G_00287T0	5595.009336334543	5666.527184676194	5733.378629607399	5471.749703359241	7126.318387131027
1	CC1G_00288T0	5442.194215223733	2967.2288113621926	2028.9138690551406	1216.280593135554	547.0036189820609
1	CC1G_00289T0	7695.832578243183	8098.924601688104	7565.454892940957	7162.323173038243	9141.036986407598
2	CC1G_00291T0	8811.326971894196	10118.235750039137	9982.41810035717	10555.285532594511	11011.096280188187
1	CC1G_00292T0	7852.417583751595	6587.248287281693	6907.327681642115	7346.7991348708365	8118.522572848108
8	CC1G_00293T0	5445.343362425247	5153.285050184178	4730.857887316527	5360.122312007526	7615.731624457734
2	CC1G_00294T0	3846.11517905082	3819.049122794696	5182.345047229513	4417.396441206461	4628.146983854036
1	CC1G_00295T0	2019.5658825391442	2057.886711157169	2262.9032313875614	3525.344611018187	8650.854638255525
1	CC1G_00296T0	7434.371461614304	6561.144480073227	7341.295008157279	6868.056032602357	4482.163475475539
2	CC1G_00297T0	12323.935797938511	11945.970904774282	13104.952976816563	13179.258765021246	4498.6418970663135
8	CC1G_00298T0	1073.2604473730155	4261.045075336143	3851.931233762861	3449.35694401073	2410.8772061952245
2	CC1G_00299T0	4889.056991156515	4351.378700312362	4619.646805691802	4359.2829395077415	3855.0531373782715
1	CC1G_00300T0	14903.591633011447	12340.51885679866	11185.349664758729	10008.5499787138	9070.354843968234
1	CC1G_00301T0	10273.6967317299	13727.852762841476	13045.399783393183	11947.727334210957	8394.442969732065
1	CC1G_00302T0	1443.7766151033013	2491.789087817818	3361.3334147107275	3765.3038867784016	5722.952458690818
1	CC1G_00303T0	11426.61811908408	9089.659057945404	11719.572228879073	12944.248216102354	6913.929860940652
1	CC1G_00304T0	8502.417304510143	10277.147765503578	9877.402483046815	9940.511890593998	12156.562937352908
6	CC1G_00305T0	6964.780380790088	8002.4775334938395	9523.30539544915	11135.31374940652	16623.441096947714
1	CC1G_00306T0	15147.731293776656	5595.4496457622645	5458.106942167523	4723.942359920243	2701.060017927729
1	CC1G_00308T0	3640.8898306906485	3189.9681809266563	3436.0118994936065	3139.1608962664545	4081.335418670263
1	CC1G_00309T0	6259.417816439267	5983.227804509505	7214.5248465419245	6909.689287046431	6958.315993856042
2	CC1G_00311T0	10798.113052556351	11233.806228299074	10974.29790948448	10782.089297480901	12131.630586795303
1	CC1G_00312T0	1509.985211341802	2404.9324901531077	3028.856360015284	3376.325609286783	4356.399107058003
1	CC1G_00315T0	7009.6789328512505	5493.551353182187	6513.843915226582	6199.551451747559	6194.388622114675
4	CC1G_00316T0	4175.8051258531095	4966.579540522646	5084.642431365911	4663.00215045653	2887.3061462002297
1	CC1G_00317T0	8827.224522495235	8592.738066813748	8906.453597041238	9850.452029084607	9386.420545476205
