Phylostratum	GeneID	Cleavage	Embryonic pharynx	Embryonic gut cavity	Gastrodermal cells	Muscle and neuron diff.	Organogenesis	Brain condensation	Organ maturation
2	FW_v1_tr_05483	2	21.6666666666667	11.6	26.8333333333333	38.625	37.0	22.2857142857143	27.2727272727273
1	FW_v1_tr_05484	7	15.3333333333333	30.4	7.16666666666667	14.25	0.6	0.0	0.454545454545455
1	FW_v1_tr_05485	0	4.66666666666667	5.2	30.6666666666667	19.25	7.1	8.78571428571429	7.72727272727273
9	FW_v1_tr_05486	0	0.0	0.0	0.333333333333333	0.125	1.0	9.64285714285714	6.09090909090909
5	FW_v1_tr_05487	0	3.0	16.0	116.833333333333	105.375	105.8	99.2142857142857	70.9090909090909
14	FW_v1_tr_05488	0	1.0	4.2	9.5	22.25	22.5	28.1428571428571	20.0909090909091
14	FW_v1_tr_05489	3	1.0	5.6	1.66666666666667	1.25	0.1	7.85714285714286	11.7272727272727
1	FW_v1_tr_05490	1	97.6666666666667	191.4	233.333333333333	184.75	109.8	346.285714285714	164.363636363636
3	FW_v1_tr_05492	0	0.0	0.0	23.1666666666667	62.0	59.0	47.0	24.2727272727273
14	FW_v1_tr_05493	2	0.0	5.4	5.83333333333333	19.5	19.4	27.0714285714286	20.2727272727273
1	FW_v1_tr_05494	1	10.3333333333333	7.2	8.16666666666667	9.875	5.9	97.3571428571429	99.9090909090909
1	FW_v1_tr_05495	1	2.0	1.8	5.16666666666667	2.75	1.5	1.64285714285714	0.909090909090909
1	FW_v1_tr_05496	2	6.66666666666667	7.0	4.33333333333333	10.0	3.8	91.8571428571429	102.545454545455
5	FW_v1_tr_05497	0	0.0	0.0	2.83333333333333	4.0	9.5	14.8571428571429	12.2727272727273
5	FW_v1_tr_05498	0	0.0	0.0	3.0	3.25	8.1	13.3571428571429	12.4545454545455
1	FW_v1_tr_05499	10	0.0	6.2	20.5	23.25	14.4	24.2857142857143	49.4545454545455
2	FW_v1_tr_05500	1	26.3333333333333	21.8	19.1666666666667	18.125	5.6	1.35714285714286	1.90909090909091
2	FW_v1_tr_05502	3	6.66666666666667	3.6	13.1666666666667	10.625	18.6	50.5	40.6363636363636
2	FW_v1_tr_05503	0	0.666666666666667	1.8	0.5	3.375	3.9	17.4285714285714	9.0
8	FW_v1_tr_05504	0	0.0	1.2	3.66666666666667	3.625	3.7	10.5	9.90909090909091
14	FW_v1_tr_05505	0	32.3333333333333	24.8	4.66666666666667	4.375	0.5	0.0	0.0
5	FW_v1_tr_05506	0	0.0	0.2	1.33333333333333	0.5	2.5	3.78571428571429	2.90909090909091
1	FW_v1_tr_05507	10	10.3333333333333	13.6	12.0	14.25	12.6	28.3571428571429	48.8181818181818
1	FW_v1_tr_05508	1	5.33333333333333	2.2	4.33333333333333	8.625	3.1	16.5	12.1818181818182
1	FW_v1_tr_05509	9	14.3333333333333	13.8	12.5	16.875	13.2	27.7142857142857	48.5454545454545
6	FW_v1_tr_05510	0	3.66666666666667	2.6	3.5	3.375	4.2	18.9285714285714	19.7272727272727
1	FW_v1_tr_05511	0	0.0	0.0	1.0	1.5	7.5	6.42857142857143	1.72727272727273
1	FW_v1_tr_05512	0	0.333333333333333	0.0	0.0	0.0	0.3	11.0714285714286	7.72727272727273
3	FW_v1_tr_05513	8	48.0	117.2	499.666666666667	484.75	265.6	137.0	103.0
5	FW_v1_tr_05514	6	3.0	5.2	4.33333333333333	1.75	2.8	2.21428571428571	0.727272727272727
1	FW_v1_tr_05515	184	1097.33333333333	1201.2	442.833333333333	483.625	333.2	305.428571428571	212.909090909091
2	FW_v1_tr_05516	24	11.0	49.0	86.0	100.875	78.8	114.5	104.636363636364
1	FW_v1_tr_05517	0	5.33333333333333	3.0	35.5	28.875	14.2	61.0714285714286	31.1818181818182
1	FW_v1_tr_05518	0	0.333333333333333	0.0	7.83333333333333	8.875	11.0	32.6428571428571	41.5454545454545
7	FW_v1_tr_05519	24	19.0	12.0	17.3333333333333	5.0	1.3	0.857142857142857	0.727272727272727
14	FW_v1_tr_05520	2670	801.666666666667	781.4	272.833333333333	129.875	77.4	15.2857142857143	10.2727272727273
2	FW_v1_tr_05521	8	18.6666666666667	52.2	157.0	172.25	126.1	104.071428571429	57.1818181818182
14	FW_v1_tr_05522	0	0.0	0.0	2.16666666666667	3.75	3.1	7.92857142857143	11.2727272727273
1	FW_v1_tr_05524	0	3.66666666666667	1.4	10.0	17.0	15.0	43.0	42.1818181818182
14	FW_v1_tr_05526	9	15.6666666666667	11.4	4.33333333333333	3.875	2.0	8.78571428571429	8.36363636363636
1	FW_v1_tr_05527	3	14.0	31.2	24.3333333333333	46.875	66.2	369.142857142857	379.454545454545
1	FW_v1_tr_05528	10	623.666666666667	829.2	843.166666666667	818.5	447.7	353.357142857143	250.636363636364
14	FW_v1_tr_05529	3	1.0	2.4	9.66666666666667	7.5	10.9	6.5	5.18181818181818
1	FW_v1_tr_05530	1	0.333333333333333	1.0	11.1666666666667	16.0	13.3	12.1428571428571	6.72727272727273
14	FW_v1_tr_05531	1	0.666666666666667	0.8	4.66666666666667	6.0	5.1	33.2142857142857	21.7272727272727
1	FW_v1_tr_05532	1	0.0	0.6	1.16666666666667	0.625	1.3	3.42857142857143	5.27272727272727
7	FW_v1_tr_05533	0	18.0	13.6	11.3333333333333	19.0	22.1	30.5	18.3636363636364
1	FW_v1_tr_05534	0	1.33333333333333	0.4	0.5	0.375	0.9	74.2142857142857	47.2727272727273
1	FW_v1_tr_05535	0	3.0	1.4	4.33333333333333	8.25	5.4	17.7142857142857	10.9090909090909
5	FW_v1_tr_05536	0	1.0	3.4	8.66666666666667	13.375	8.6	24.5	9.36363636363636
14	FW_v1_tr_05537	0	0.333333333333333	2.8	9.83333333333333	12.25	9.9	83.1428571428571	45.8181818181818
2	FW_v1_tr_05538	0	0.0	1.0	1.83333333333333	4.5	2.4	46.8571428571429	30.8181818181818
1	FW_v1_tr_05539	181	103.333333333333	139.0	19.8333333333333	14.625	8.8	36.1428571428571	29.4545454545455
1	FW_v1_tr_05540	20	35.6666666666667	31.8	37.0	27.25	21.0	96.4285714285714	60.4545454545455
1	FW_v1_tr_05541	0	0.0	0.0	0.0	0.0	1.4	14.4285714285714	5.90909090909091
2	FW_v1_tr_05544	0	1.66666666666667	2.2	6.66666666666667	14.375	18.2	135.928571428571	142.272727272727
5	FW_v1_tr_05546	0	1.66666666666667	2.2	2.0	1.0	1.2	1.0	0.454545454545455
1	FW_v1_tr_05547	14	24.6666666666667	33.8	51.0	51.75	41.8	43.2142857142857	52.7272727272727
1	FW_v1_tr_05548	0	1.33333333333333	1.0	12.8333333333333	22.75	19.6	60.7857142857143	35.5454545454545
5	FW_v1_tr_05549	14	18.6666666666667	25.8	17.3333333333333	19.5	31.4	15.0714285714286	16.1818181818182
1	FW_v1_tr_05550	0	1.66666666666667	7.2	43.1666666666667	38.0	37.5	99.9285714285714	71.3636363636364
2	FW_v1_tr_05551	0	8.33333333333333	6.4	1.5	7.0	1.9	46.7142857142857	35.2727272727273
5	FW_v1_tr_05552	6	2.66666666666667	13.8	4.66666666666667	6.0	1.0	0.0714285714285714	0.818181818181818
5	FW_v1_tr_05553	0	0.0	0.0	0.0	0.125	0.1	3.35714285714286	6.63636363636364
2	FW_v1_tr_05554	2	48.3333333333333	43.4	179.0	158.875	139.5	211.285714285714	104.818181818182
14	FW_v1_tr_05555	0	0.0	0.2	0.0	0.0	0.0	14.4285714285714	81.7272727272727
14	FW_v1_tr_05556	1	36.3333333333333	12.8	39.0	30.75	35.7	55.5714285714286	29.4545454545455
1	FW_v1_tr_05557	0	0.0	0.4	0.666666666666667	7.375	5.8	96.1428571428571	55.0
1	FW_v1_tr_05558	6	12.6666666666667	29.2	84.1666666666667	79.5	41.4	60.5	37.9090909090909
1	FW_v1_tr_05559	3	4.66666666666667	3.4	3.0	1.75	2.3	0.785714285714286	0.0909090909090909
14	FW_v1_tr_05560	8	5.0	14.4	9.5	24.625	12.8	56.7142857142857	53.0
1	FW_v1_tr_05561	0	0.0	0.0	3.0	3.625	3.5	11.9285714285714	7.90909090909091
1	FW_v1_tr_05562	0	3.0	2.0	7.33333333333333	5.875	5.5	4.14285714285714	4.0
1	FW_v1_tr_05563	0	0.0	3.2	6.16666666666667	4.375	4.6	10.9285714285714	10.9090909090909
1	FW_v1_tr_05564	2	3.33333333333333	2.8	4.83333333333333	6.125	4.9	4.78571428571429	5.81818181818182
10	FW_v1_tr_05565	0	2.0	5.0	67.5	75.625	68.8	26.7142857142857	12.9090909090909
14	FW_v1_tr_05566	18	6.33333333333333	23.8	28.3333333333333	30.0	12.6	16.7857142857143	10.4545454545455
10	FW_v1_tr_05567	0	3.66666666666667	7.0	71.1666666666667	76.5	69.5	23.2857142857143	13.4545454545455
2	FW_v1_tr_05568	0	0.0	0.0	5.33333333333333	6.5	3.5	19.2857142857143	17.6363636363636
1	FW_v1_tr_05569	10	4.66666666666667	8.0	41.3333333333333	70.75	43.7	86.0714285714286	62.2727272727273
14	FW_v1_tr_05571	0	0.666666666666667	0.0	3.83333333333333	1.125	0.3	15.7857142857143	16.7272727272727
1	FW_v1_tr_05572	4	1.66666666666667	0.2	1.66666666666667	2.25	2.1	6.14285714285714	5.54545454545455
1	FW_v1_tr_05576	0	0.333333333333333	0.0	0.333333333333333	4.625	3.0	34.2857142857143	35.4545454545455
3	FW_v1_tr_05577	0	3.0	2.0	13.6666666666667	13.125	7.5	26.0	21.3636363636364
13	FW_v1_tr_05578	0	0.0	0.0	1.66666666666667	5.375	11.7	9.92857142857143	10.4545454545455
13	FW_v1_tr_05579	0	0.0	0.0	1.66666666666667	6.75	11.6	10.4285714285714	9.63636363636364
1	FW_v1_tr_05580	0	0.666666666666667	5.4	14.5	13.125	9.3	17.7142857142857	12.8181818181818
1	FW_v1_tr_05581	0	0.0	0.8	0.666666666666667	1.0	1.6	19.5	17.6363636363636
1	FW_v1_tr_05582	3	59.3333333333333	96.8	536.5	509.125	340.7	293.142857142857	218.090909090909
1	FW_v1_tr_05583	1	12.0	17.6	84.3333333333333	95.25	52.4	64.1428571428571	37.0909090909091
1	FW_v1_tr_05584	0	22.0	47.6	209.333333333333	228.625	144.7	62.5714285714286	48.4545454545455
1	FW_v1_tr_05585	0	0.0	0.8	5.16666666666667	7.125	1.9	2.57142857142857	1.45454545454545
1	FW_v1_tr_05586	2	0.0	8.8	6.66666666666667	13.375	20.9	36.8571428571429	20.9090909090909
14	FW_v1_tr_05587	1	0.333333333333333	0.0	0.0	0.125	0.0	29.2142857142857	41.0909090909091
2	FW_v1_tr_05588	2	1.66666666666667	4.0	1.33333333333333	2.5	0.6	1.92857142857143	1.45454545454545
1	FW_v1_tr_05589	7	6.0	8.4	31.5	24.375	9.1	9.14285714285714	9.45454545454546
1	FW_v1_tr_05590	4	57.0	169.2	184.0	170.125	98.4	64.8571428571429	54.8181818181818
1	FW_v1_tr_05591	0	0.333333333333333	2.6	13.8333333333333	15.0	8.5	18.0	15.0
1	FW_v1_tr_05592	0	0.0	0.0	1.0	2.0	3.2	28.0	19.0
14	FW_v1_tr_05593	3	4.33333333333333	9.4	11.3333333333333	16.75	9.6	3.64285714285714	3.36363636363636
1	FW_v1_tr_05594	0	1.0	3.0	12.8333333333333	13.375	8.4	20.7142857142857	17.7272727272727
1	FW_v1_tr_05595	44	26.6666666666667	61.0	36.3333333333333	48.125	28.8	79.7142857142857	43.5454545454545
14	FW_v1_tr_05596	18	14.0	23.8	148.166666666667	148.875	100.6	61.3571428571429	34.5454545454545
13	FW_v1_tr_05597	0	0.0	0.2	7.5	5.375	3.9	4.92857142857143	2.27272727272727
1	FW_v1_tr_05598	4	275.666666666667	367.4	1266.66666666667	1299.25	1181.5	636.785714285714	520.818181818182
2	FW_v1_tr_05599	3	10.3333333333333	16.8	25.3333333333333	30.625	14.9	21.7142857142857	15.8181818181818
2	FW_v1_tr_05600	1	15.0	15.6	27.1666666666667	24.25	15.3	23.5	16.2727272727273
1	FW_v1_tr_05601	0	1.66666666666667	4.6	25.0	44.875	35.3	8.35714285714286	11.1818181818182
14	FW_v1_tr_05602	10	8.33333333333333	22.0	23.1666666666667	20.875	6.0	22.6428571428571	22.4545454545455
1	FW_v1_tr_05603	0	7.0	15.6	35.8333333333333	37.0	20.8	16.7142857142857	8.90909090909091
2	FW_v1_tr_05604	28	17.3333333333333	26.4	15.5	23.625	15.8	51.7142857142857	17.7272727272727
1	FW_v1_tr_05605	0	0.333333333333333	0.0	0.666666666666667	4.25	8.4	32.8571428571429	30.0909090909091
1	FW_v1_tr_05606	1	4.33333333333333	5.4	1.5	0.25	1.3	14.2857142857143	8.90909090909091
1	FW_v1_tr_05607	2	4.33333333333333	17.0	692.333333333333	1636.875	2037.4	2658.42857142857	3071.81818181818
1	FW_v1_tr_05608	0	1.66666666666667	2.6	10.8333333333333	11.625	9.3	16.1428571428571	8.18181818181818
1	FW_v1_tr_05609	2	22.6666666666667	42.8	212.5	228.125	161.6	79.9285714285714	62.8181818181818
1	FW_v1_tr_05610	1	5.66666666666667	6.4	18.3333333333333	12.625	8.2	0.785714285714286	0.727272727272727
1	FW_v1_tr_05611	2	3.66666666666667	4.0	18.8333333333333	13.25	9.7	1.14285714285714	0.727272727272727
1	FW_v1_tr_05612	1	38.3333333333333	94.0	118.333333333333	98.5	65.2	62.8571428571429	44.2727272727273
2	FW_v1_tr_05613	0	22.6666666666667	15.4	42.3333333333333	39.375	26.5	59.2857142857143	32.9090909090909
2	FW_v1_tr_05614	1	22.6666666666667	15.8	38.3333333333333	35.125	31.2	56.2142857142857	35.4545454545455
1	FW_v1_tr_05616	6	6.33333333333333	25.8	96.0	75.25	65.8	67.7857142857143	60.9090909090909
1	FW_v1_tr_05617	0	16.0	31.8	55.3333333333333	85.25	59.5	45.4285714285714	38.3636363636364
1	FW_v1_tr_05618	0	0.333333333333333	9.8	17.1666666666667	31.375	20.2	29.0	29.4545454545455
7	FW_v1_tr_05620	3	8.33333333333333	5.0	9.0	15.25	5.7	9.35714285714286	2.90909090909091
1	FW_v1_tr_05621	0	0.0	1.6	3.33333333333333	0.375	0.2	11.5714285714286	9.72727272727273
1	FW_v1_tr_05622	5	8.66666666666667	21.6	16.6666666666667	13.25	11.2	10.5714285714286	5.09090909090909
1	FW_v1_tr_05623	1	5.66666666666667	18.0	5.33333333333333	2.25	1.5	1.28571428571429	1.09090909090909
12	FW_v1_tr_05624	9	4.66666666666667	11.4	12.0	6.375	3.9	5.35714285714286	2.54545454545455
2	FW_v1_tr_05625	8	2.66666666666667	2.8	2.16666666666667	10.5	6.2	44.1428571428571	40.5454545454545
2	FW_v1_tr_05626	14	221.666666666667	394.6	977.0	766.875	575.8	569.642857142857	347.818181818182
1	FW_v1_tr_05627	28	76.3333333333333	54.8	88.1666666666667	97.5	51.2	51.0	31.0
1	FW_v1_tr_05628	9	11.6666666666667	7.6	13.8333333333333	23.75	19.8	36.5714285714286	33.0
1	FW_v1_tr_05629	3	174.0	272.8	1677.0	1740.5	1113.9	733.357142857143	594.818181818182
14	FW_v1_tr_05630	0	5.0	3.8	24.5	25.125	14.0	40.9285714285714	31.0909090909091
14	FW_v1_tr_05631	0	2.0	0.4	9.33333333333333	13.25	5.0	1.78571428571429	1.45454545454545
14	FW_v1_tr_05633	0	0.0	0.0	0.0	0.0	0.1	4.0	9.90909090909091
14	FW_v1_tr_05634	0	0.333333333333333	0.0	0.0	0.0	0.2	4.0	8.90909090909091
6	FW_v1_tr_05635	0	7.0	0.8	1.16666666666667	0.25	0.2	9.64285714285714	13.3636363636364
5	FW_v1_tr_05636	9	26.6666666666667	27.8	83.6666666666667	78.625	49.2	103.5	109.090909090909
5	FW_v1_tr_05637	0	4.0	12.0	3.33333333333333	4.5	1.5	10.0	5.63636363636364
1	FW_v1_tr_05638	38	77.0	100.4	243.666666666667	301.125	224.0	317.0	283.636363636364
5	FW_v1_tr_05640	3	15.6666666666667	12.4	14.0	12.0	13.6	16.2142857142857	14.6363636363636
5	FW_v1_tr_05641	0	16.0	12.8	1.0	0.25	0.0	7.71428571428571	15.6363636363636
13	FW_v1_tr_05642	0	0.0	0.0	0.0	1.5	1.3	4.0	50.4545454545455
4	FW_v1_tr_05643	1	4.66666666666667	4.2	20.6666666666667	29.375	23.6	28.6428571428571	20.3636363636364
14	FW_v1_tr_05644	240	72.0	91.2	26.1666666666667	13.875	4.5	1.85714285714286	1.27272727272727
1	FW_v1_tr_05645	5	0.0	5.6	2.33333333333333	6.25	4.9	6.42857142857143	3.90909090909091
1	FW_v1_tr_05646	4	3.0	9.4	11.8333333333333	10.75	2.9	22.5714285714286	21.4545454545455
1	FW_v1_tr_05647	69	242.0	68.2	205.0	92.125	80.8	26.0	6.27272727272727
1	FW_v1_tr_05648	7	10.6666666666667	21.4	80.0	119.0	102.2	75.4285714285714	88.0909090909091
6	FW_v1_tr_05649	2	6.0	11.0	25.3333333333333	35.875	25.8	14.5714285714286	5.27272727272727
1	FW_v1_tr_05651	5	10.3333333333333	12.8	9.66666666666667	3.625	3.4	6.42857142857143	1.90909090909091
14	FW_v1_tr_05652	1	4.0	5.6	25.6666666666667	21.375	14.4	4.57142857142857	2.18181818181818
14	FW_v1_tr_05653	14	17.3333333333333	19.6	6.33333333333333	5.0	7.1	10.0	3.72727272727273
5	FW_v1_tr_05654	0	0.0	0.0	0.0	0.0	0.0	5.0	18.2727272727273
1	FW_v1_tr_05656	0	1.0	0.4	2.66666666666667	7.375	3.8	8.28571428571429	7.63636363636364
14	FW_v1_tr_05657	3	11.6666666666667	15.2	24.1666666666667	17.125	7.8	9.85714285714286	4.0
1	FW_v1_tr_05658	24	11.0	26.6	17.0	23.125	9.4	29.9285714285714	26.2727272727273
1	FW_v1_tr_05659	0	0.0	0.0	0.0	0.0	0.0	2.28571428571429	8.27272727272727
1	FW_v1_tr_05660	2	0.0	4.8	9.33333333333333	13.0	52.5	16.0	2.63636363636364
14	FW_v1_tr_05661	2	1.66666666666667	4.0	2.83333333333333	5.625	4.5	5.0	5.18181818181818
2	FW_v1_tr_05662	0	8.0	7.2	41.8333333333333	12.375	7.4	6.57142857142857	4.54545454545455
2	FW_v1_tr_05663	2	3.0	2.2	9.66666666666667	7.75	6.9	20.5714285714286	19.9090909090909
1	FW_v1_tr_05664	0	0.0	0.0	0.5	1.25	0.2	5.21428571428571	7.36363636363636
1	FW_v1_tr_05665	1	24.6666666666667	59.4	257.666666666667	158.875	110.1	126.071428571429	98.5454545454545
2	FW_v1_tr_05666	0	6.33333333333333	1.4	30.1666666666667	22.625	21.0	58.0714285714286	41.0909090909091
5	FW_v1_tr_05667	0	0.0	0.2	2.16666666666667	0.0	0.1	55.9285714285714	38.6363636363636
1	FW_v1_tr_05668	4	8.0	11.6	24.3333333333333	43.25	34.4	74.5714285714286	62.2727272727273
2	FW_v1_tr_05669	0	6.33333333333333	7.6	15.8333333333333	14.625	10.3	14.2857142857143	9.36363636363636
2	FW_v1_tr_05670	1	7.0	6.6	17.5	12.375	12.0	14.7857142857143	9.54545454545454
1	FW_v1_tr_05671	0	0.0	0.4	0.0	5.0	5.6	38.0714285714286	36.8181818181818
1	FW_v1_tr_05672	11	4.0	6.8	7.83333333333333	11.125	5.2	7.35714285714286	3.54545454545455
1	FW_v1_tr_05673	0	0.0	2.0	0.666666666666667	1.375	1.0	2.5	3.81818181818182
3	FW_v1_tr_05674	3	0.0	0.4	2.16666666666667	2.5	3.9	35.3571428571429	34.2727272727273
2	FW_v1_tr_05675	2	8.0	11.2	8.83333333333333	8.625	4.1	13.4285714285714	5.81818181818182
1	FW_v1_tr_05676	0	13.0	4.4	4.5	3.5	2.9	0.714285714285714	2.0
1	FW_v1_tr_05677	5	7.33333333333333	8.2	62.1666666666667	54.25	49.2	15.7857142857143	12.1818181818182
1	FW_v1_tr_05678	0	15.6666666666667	6.0	17.0	12.25	13.1	28.7142857142857	19.0
10	FW_v1_tr_05680	3	3.0	4.4	17.8333333333333	36.75	26.5	56.0714285714286	33.4545454545455
1	FW_v1_tr_05681	11	6.0	5.0	11.5	6.5	3.8	8.85714285714286	4.63636363636364
3	FW_v1_tr_05682	26	33.6666666666667	36.6	12.8333333333333	7.75	4.0	16.9285714285714	11.0909090909091
1	FW_v1_tr_05683	6	0.0	4.4	4.16666666666667	7.375	13.2	11.5714285714286	1.18181818181818
14	FW_v1_tr_05684	0	3.66666666666667	4.0	17.8333333333333	15.25	9.1	11.7142857142857	11.7272727272727
14	FW_v1_tr_05685	0	4.66666666666667	3.6	17.8333333333333	17.0	8.6	10.1428571428571	10.6363636363636
2	FW_v1_tr_05686	4	15.3333333333333	2.4	4.83333333333333	3.625	10.6	18.8571428571429	17.0909090909091
2	FW_v1_tr_05687	2	1.0	3.0	17.8333333333333	29.625	20.2	22.7142857142857	17.9090909090909
14	FW_v1_tr_05688	15	13.6666666666667	42.8	59.1666666666667	39.5	68.0	33.0	23.0
1	FW_v1_tr_05689	3	0.0	7.4	39.1666666666667	58.5	55.5	66.7857142857143	119.363636363636
2	FW_v1_tr_05690	0	0.0	0.0	3.33333333333333	13.125	10.2	19.6428571428571	23.0909090909091
1	FW_v1_tr_05691	3	1729.66666666667	1083.6	625.0	233.875	79.0	3.07142857142857	0.0909090909090909
1	FW_v1_tr_05692	8	13.3333333333333	24.0	54.0	60.625	48.3	127.285714285714	100.181818181818
6	FW_v1_tr_05693	0	0.666666666666667	2.8	4.66666666666667	4.125	7.4	22.1428571428571	25.1818181818182
2	FW_v1_tr_05694	31	36.3333333333333	49.8	13.8333333333333	19.0	14.2	39.5714285714286	27.3636363636364
4	FW_v1_tr_05695	0	0.333333333333333	0.4	39.1666666666667	178.25	154.9	233.428571428571	120.636363636364
1	FW_v1_tr_05696	6	8.33333333333333	23.2	79.0	124.875	59.8	103.5	50.1818181818182
13	FW_v1_tr_05697	5	9.33333333333333	6.0	8.16666666666667	6.375	2.4	2.5	2.90909090909091
1	FW_v1_tr_05699	11	9.33333333333333	47.8	143.166666666667	244.125	264.4	557.428571428571	371.545454545455
1	FW_v1_tr_05700	0	0.333333333333333	0.4	2.5	2.75	1.6	10.0714285714286	5.45454545454545
1	FW_v1_tr_05701	157	108.333333333333	72.6	148.166666666667	297.0	291.6	824.642857142857	913.818181818182
1	FW_v1_tr_05702	0	0.0	4.0	28.3333333333333	41.125	26.1	12.4285714285714	8.63636363636364
1	FW_v1_tr_05703	3	0.0	5.2	0.0	4.5	3.2	2.64285714285714	0.0
5	FW_v1_tr_05704	17	17.3333333333333	45.4	49.0	47.875	36.5	52.9285714285714	33.1818181818182
1	FW_v1_tr_05706	8	9.0	12.6	9.0	5.5	5.2	15.0714285714286	4.36363636363636
1	FW_v1_tr_05707	5	8.66666666666667	13.0	10.8333333333333	7.625	5.4	13.0714285714286	5.09090909090909
1	FW_v1_tr_05708	0	10.3333333333333	15.2	30.8333333333333	28.0	14.0	21.4285714285714	16.0909090909091
1	FW_v1_tr_05709	593	292.0	644.0	2622.0	2498.75	2036.4	2727.64285714286	2236.09090909091
1	FW_v1_tr_05710	0	3.33333333333333	3.4	6.33333333333333	6.375	3.3	4.0	2.0
1	FW_v1_tr_05711	4	41.0	28.4	67.1666666666667	47.625	48.7	57.3571428571429	26.9090909090909
1	FW_v1_tr_05712	0	0.666666666666667	9.0	7.16666666666667	15.75	5.5	7.07142857142857	6.27272727272727
1	FW_v1_tr_05713	0	0.0	0.0	0.0	0.0	0.0	3.28571428571429	1.09090909090909
14	FW_v1_tr_05714	28	11.3333333333333	9.8	16.5	13.625	14.7	40.6428571428571	43.1818181818182
13	FW_v1_tr_05715	75	86.3333333333333	51.0	26.5	36.875	29.1	32.4285714285714	27.5454545454545
14	FW_v1_tr_05716	2	14.0	7.6	27.0	21.125	13.2	6.71428571428571	4.90909090909091
5	FW_v1_tr_05717	0	57.3333333333333	110.8	163.5	94.75	79.8	63.7857142857143	43.1818181818182
14	FW_v1_tr_05718	0	2.0	1.2	4.66666666666667	5.5	5.9	8.42857142857143	2.36363636363636
1	FW_v1_tr_05719	1	0.0	1.6	3.0	4.5	3.5	20.5	14.9090909090909
2	FW_v1_tr_05721	1	2.33333333333333	5.4	4.66666666666667	5.875	5.4	5.0	8.63636363636364
1	FW_v1_tr_05722	96	118.666666666667	165.6	216.333333333333	166.5	112.7	161.214285714286	131.090909090909
14	FW_v1_tr_05724	1	2.0	7.4	13.1666666666667	24.875	8.9	30.0	15.1818181818182
2	FW_v1_tr_05725	0	0.0	0.0	0.0	0.5	0.1	7.71428571428571	3.36363636363636
2	FW_v1_tr_05726	21	41.3333333333333	92.2	67.5	84.25	63.3	64.9285714285714	40.5454545454545
1	FW_v1_tr_05727	2	16.6666666666667	9.8	68.5	75.75	61.0	51.3571428571429	27.0909090909091
14	FW_v1_tr_05728	1	0.666666666666667	3.6	5.83333333333333	5.375	3.7	3.21428571428571	3.09090909090909
1	FW_v1_tr_05729	0	2.33333333333333	5.0	29.8333333333333	32.5	24.1	12.9285714285714	9.90909090909091
1	FW_v1_tr_05730	7	10.0	23.8	2.33333333333333	3.0	1.7	15.0	12.0
14	FW_v1_tr_05731	0	0.0	0.0	0.166666666666667	3.75	0.7	7.85714285714286	16.0909090909091
14	FW_v1_tr_05732	0	0.0	0.0	0.0	0.5	0.0	2.07142857142857	9.45454545454546
1	FW_v1_tr_05733	0	1.0	1.4	15.0	12.0	7.7	16.5	12.3636363636364
1	FW_v1_tr_05734	0	0.333333333333333	2.2	3.33333333333333	4.125	2.2	5.85714285714286	2.0
4	FW_v1_tr_05735	1	2.0	3.2	35.0	30.25	34.1	19.9285714285714	13.0909090909091
4	FW_v1_tr_05736	0	3.33333333333333	2.6	23.3333333333333	22.125	21.2	13.3571428571429	9.90909090909091
1	FW_v1_tr_05737	8	13.0	11.6	17.5	39.0	24.8	47.5	34.7272727272727
1	FW_v1_tr_05738	19	15.0	20.8	47.8333333333333	54.75	49.1	126.142857142857	107.909090909091
1	FW_v1_tr_05739	15	24.0	40.0	58.8333333333333	53.875	35.5	52.5	32.9090909090909
4	FW_v1_tr_05740	2	1.0	2.0	25.1666666666667	26.25	22.1	12.2857142857143	10.3636363636364
4	FW_v1_tr_05741	2	2.0	1.2	22.8333333333333	23.75	18.7	12.7857142857143	9.63636363636364
1	FW_v1_tr_05742	10	58.6666666666667	142.6	360.5	423.625	286.4	328.5	215.818181818182
1	FW_v1_tr_05743	1	0.0	0.8	0.166666666666667	1.5	0.3	243.0	299.363636363636
5	FW_v1_tr_05745	4	1.66666666666667	2.0	2.16666666666667	1.5	4.2	7.0	6.09090909090909
1	FW_v1_tr_05746	2	2.33333333333333	3.8	4.33333333333333	2.5	1.7	2.21428571428571	1.45454545454545
1	FW_v1_tr_05747	0	3.33333333333333	15.0	42.6666666666667	53.0	44.9	42.1428571428571	19.0909090909091
1	FW_v1_tr_05748	0	93.3333333333333	100.2	105.5	81.375	55.7	71.1428571428571	42.4545454545455
1	FW_v1_tr_05749	40	68.6666666666667	77.2	53.3333333333333	66.0	54.5	98.0714285714286	69.0909090909091
1	FW_v1_tr_05750	1	12.3333333333333	12.2	46.3333333333333	31.25	21.8	33.2857142857143	17.2727272727273
1	FW_v1_tr_05751	0	1.66666666666667	4.6	47.6666666666667	64.625	33.2	67.2857142857143	38.1818181818182
6	FW_v1_tr_05752	0	0.0	1.2	1.0	8.75	15.8	29.7142857142857	13.7272727272727
1	FW_v1_tr_05753	10	27.6666666666667	26.2	75.6666666666667	84.0	65.8	112.285714285714	104.272727272727
1	FW_v1_tr_05754	18	26.3333333333333	28.6	83.3333333333333	88.875	66.8	111.642857142857	98.3636363636364
14	FW_v1_tr_05755	0	0.333333333333333	1.2	12.8333333333333	31.875	19.2	76.8571428571429	86.4545454545455
