Phylostratum	GeneID	Cleavage	Embryonic pharynx	Embryonic gut cavity	Gastrodermal cells	Muscle and neuron diff.	Organogenesis	Brain condensation	Organ maturation
5	FW_v1_tr_00001	0	0.0	0.0	7.83333333333333	10.625	13.9	39.9285714285714	11.8181818181818
1	FW_v1_tr_00002	3	0.0	0.0	8.33333333333333	3.625	5.2	7.5	5.36363636363636
1	FW_v1_tr_00003	0	2.33333333333333	4.6	28.8333333333333	41.625	45.5	36.0	24.0909090909091
1	FW_v1_tr_00005	18	127.333333333333	181.0	223.166666666667	246.625	194.3	275.928571428571	173.363636363636
14	FW_v1_tr_00006	3	13.6666666666667	57.4	17.6666666666667	13.875	6.8	44.6428571428571	18.5454545454545
14	FW_v1_tr_00007	0	0.0	1.8	0.166666666666667	2.625	1.6	7.71428571428571	13.0
1	FW_v1_tr_00008	0	0.0	0.6	3.33333333333333	4.25	10.7	7.0	8.90909090909091
5	FW_v1_tr_00009	3	2.66666666666667	8.0	2.0	5.375	0.7	2.85714285714286	0.909090909090909
1	FW_v1_tr_00010	89	48.3333333333333	79.4	20.8333333333333	24.25	20.0	26.5	25.9090909090909
1	FW_v1_tr_00012	10	7.0	7.8	3.0	2.25	0.8	1.5	0.0909090909090909
2	FW_v1_tr_00013	0	5.0	47.2	111.666666666667	109.75	64.4	84.7142857142857	47.5454545454545
1	FW_v1_tr_00014	0	6.66666666666667	20.6	36.0	26.75	21.5	23.4285714285714	17.4545454545455
5	FW_v1_tr_00015	3	13.3333333333333	7.0	18.8333333333333	15.25	14.3	10.0	1.63636363636364
1	FW_v1_tr_00016	74	68.6666666666667	68.6	29.5	22.875	10.2	72.9285714285714	71.4545454545455
1	FW_v1_tr_00017	0	3.33333333333333	3.4	9.0	12.625	23.1	140.214285714286	102.545454545455
1	FW_v1_tr_00018	0	38.0	46.6	171.166666666667	152.375	83.0	95.8571428571429	63.0
2	FW_v1_tr_00019	0	0.0	1.4	12.5	2.875	3.7	16.6428571428571	13.0
8	FW_v1_tr_00020	0	0.0	0.4	2.33333333333333	4.0	2.2	2.35714285714286	2.54545454545455
14	FW_v1_tr_00021	14	9.0	14.6	49.3333333333333	79.125	75.2	114.785714285714	107.818181818182
1	FW_v1_tr_00022	263	132.666666666667	147.6	104.5	72.125	65.2	171.928571428571	129.636363636364
1	FW_v1_tr_00023	16	7.0	14.6	22.3333333333333	17.0	10.3	12.9285714285714	2.72727272727273
1	FW_v1_tr_00024	0	0.0	0.8	1.0	0.25	1.2	1.71428571428571	3.27272727272727
1	FW_v1_tr_00026	0	2.0	10.4	9.16666666666667	23.625	21.0	82.1428571428571	65.4545454545455
2	FW_v1_tr_00029	6	8.0	6.8	28.3333333333333	27.625	23.0	36.3571428571429	36.0
1	FW_v1_tr_00030	52	107.0	104.4	44.6666666666667	61.625	37.0	43.8571428571429	27.9090909090909
1	FW_v1_tr_00031	27	8.0	18.0	28.5	26.5	18.7	55.7857142857143	36.8181818181818
1	FW_v1_tr_00032	0	0.333333333333333	0.2	1.5	4.125	3.9	28.9285714285714	17.0
1	FW_v1_tr_00033	0	0.333333333333333	2.0	24.8333333333333	27.125	19.5	44.2857142857143	31.1818181818182
14	FW_v1_tr_00034	3	0.0	0.0	0.0	0.0	0.0	2.21428571428571	2.09090909090909
1	FW_v1_tr_00035	15	16.3333333333333	57.4	12.6666666666667	12.25	9.1	18.0714285714286	10.6363636363636
5	FW_v1_tr_00036	0	0.0	0.6	10.8333333333333	14.75	10.3	18.5714285714286	10.7272727272727
1	FW_v1_tr_00037	0	2.66666666666667	1.8	39.6666666666667	43.625	39.7	49.2142857142857	41.7272727272727
2	FW_v1_tr_00038	0	1.33333333333333	0.0	1.83333333333333	18.0	10.9	34.2142857142857	48.8181818181818
1	FW_v1_tr_00039	0	0.666666666666667	0.0	3.83333333333333	15.375	15.2	176.142857142857	119.636363636364
2	FW_v1_tr_00040	0	0.0	1.0	0.166666666666667	2.25	2.4	28.5	20.8181818181818
1	FW_v1_tr_00041	7	16.3333333333333	9.8	8.16666666666667	12.5	17.7	50.9285714285714	30.6363636363636
1	FW_v1_tr_00042	6	11.3333333333333	13.0	8.16666666666667	8.875	8.3	8.5	4.72727272727273
1	FW_v1_tr_00043	15	47.0	46.8	66.5	69.875	69.3	105.285714285714	59.0
1	FW_v1_tr_00044	1	9.33333333333333	4.6	15.6666666666667	10.75	5.7	8.64285714285714	5.81818181818182
1	FW_v1_tr_00045	91	63.0	84.2	35.5	28.75	24.3	18.2142857142857	13.0909090909091
14	FW_v1_tr_00046	13	14.3333333333333	25.0	38.5	55.0	36.4	131.642857142857	99.1818181818182
14	FW_v1_tr_00047	9	13.0	20.6	40.8333333333333	51.625	34.6	132.285714285714	98.8181818181818
1	FW_v1_tr_00048	3	7.33333333333333	9.2	14.6666666666667	10.375	4.5	7.35714285714286	5.90909090909091
2	FW_v1_tr_00049	0	10.6666666666667	6.0	15.3333333333333	13.5	12.1	18.7857142857143	16.8181818181818
1	FW_v1_tr_00050	0	4.0	5.4	10.1666666666667	19.0	20.8	125.857142857143	82.3636363636364
1	FW_v1_tr_00051	1	7.66666666666667	9.0	22.6666666666667	9.25	10.9	7.07142857142857	3.0
14	FW_v1_tr_00052	9	126.0	192.0	916.0	652.75	406.8	479.071428571429	326.181818181818
2	FW_v1_tr_00053	18	44.0	44.6	184.166666666667	195.25	212.4	341.571428571429	335.181818181818
1	FW_v1_tr_00054	0	0.0	3.4	6.16666666666667	17.0	13.0	48.2142857142857	29.2727272727273
2	FW_v1_tr_00055	10	3.66666666666667	16.8	54.1666666666667	57.625	25.5	27.7142857142857	11.4545454545455
1	FW_v1_tr_00056	29	30.6666666666667	35.6	41.1666666666667	50.875	44.9	111.785714285714	76.8181818181818
5	FW_v1_tr_00057	0	0.0	0.8	0.0	0.0	0.0	8.64285714285714	14.0
2	FW_v1_tr_00060	9	43.6666666666667	43.8	171.166666666667	189.5	119.2	119.785714285714	101.454545454545
10	FW_v1_tr_00061	0	1.0	1.4	0.0	0.375	1.9	11.0	3.90909090909091
2	FW_v1_tr_00062	0	0.333333333333333	1.2	3.33333333333333	3.0	2.0	47.8571428571429	49.9090909090909
14	FW_v1_tr_00063	75	102.666666666667	119.0	23.0	10.75	3.4	2.0	1.45454545454545
2	FW_v1_tr_00064	0	0.0	0.2	0.5	2.5	0.9	6.71428571428571	12.0
5	FW_v1_tr_00065	0	0.0	0.2	0.166666666666667	0.5	1.5	35.7857142857143	21.2727272727273
14	FW_v1_tr_00066	0	31.3333333333333	34.6	86.5	104.25	65.8	34.3571428571429	22.6363636363636
2	FW_v1_tr_00067	0	0.666666666666667	5.2	1.66666666666667	0.75	2.5	0.357142857142857	0.0
6	FW_v1_tr_00068	35	36.0	80.2	59.3333333333333	86.875	60.5	66.4285714285714	41.2727272727273
6	FW_v1_tr_00069	0	0.0	0.0	0.166666666666667	4.25	6.0	47.5714285714286	21.8181818181818
1	FW_v1_tr_00070	13997	8031.66666666667	11118.8	1263.66666666667	648.25	510.5	89.8571428571429	64.7272727272727
5	FW_v1_tr_00071	6	7.66666666666667	11.0	7.66666666666667	4.5	3.9	1.5	2.72727272727273
1	FW_v1_tr_00072	1	2.33333333333333	5.8	6.83333333333333	9.25	7.6	12.2142857142857	9.09090909090909
1	FW_v1_tr_00073	3	1.66666666666667	6.4	5.83333333333333	9.5	6.7	12.5714285714286	8.27272727272727
1	FW_v1_tr_00074	2	3.66666666666667	7.4	7.16666666666667	10.5	7.1	13.0	10.0
1	FW_v1_tr_00075	0	2.0	3.2	11.5	20.375	21.4	10.9285714285714	15.6363636363636
1	FW_v1_tr_00076	0	2.33333333333333	0.6	3.83333333333333	2.25	4.5	4.71428571428571	1.63636363636364
1	FW_v1_tr_00077	0	1.0	0.0	0.5	2.875	2.2	14.0	9.18181818181818
1	FW_v1_tr_00078	14	92.3333333333333	88.8	321.166666666667	296.625	203.6	245.142857142857	142.090909090909
1	FW_v1_tr_00079	2	1.33333333333333	1.6	1.33333333333333	1.125	1.5	2.21428571428571	2.54545454545455
14	FW_v1_tr_00080	9	6.0	19.8	3.5	0.375	1.2	4.28571428571429	3.90909090909091
1	FW_v1_tr_00081	0	0.666666666666667	3.4	1.33333333333333	3.0	3.4	13.5714285714286	10.0909090909091
1	FW_v1_tr_00082	3	2.0	3.0	27.3333333333333	33.875	30.1	57.2142857142857	44.7272727272727
1	FW_v1_tr_00083	0	1.0	5.4	15.8333333333333	17.0	10.4	8.5	0.363636363636364
14	FW_v1_tr_00084	0	0.0	0.0	0.0	0.125	0.0	6.28571428571429	6.18181818181818
14	FW_v1_tr_00085	7	2.66666666666667	5.0	8.16666666666667	5.5	2.1	10.2857142857143	3.27272727272727
1	FW_v1_tr_00086	0	0.0	0.4	0.166666666666667	0.125	0.3	35.6428571428571	87.3636363636364
14	FW_v1_tr_00087	0	0.0	0.4	2.0	9.25	2.7	9.42857142857143	7.36363636363636
4	FW_v1_tr_00088	0	0.0	3.2	34.0	29.0	22.3	20.7857142857143	13.3636363636364
4	FW_v1_tr_00089	0	0.0	6.0	29.3333333333333	28.5	18.9	21.3571428571429	15.0909090909091
1	FW_v1_tr_00091	0	0.0	0.0	2.83333333333333	10.75	12.5	40.5714285714286	24.0
1	FW_v1_tr_00092	5	3.0	1.6	4.66666666666667	15.0	14.3	44.3571428571429	37.5454545454545
6	FW_v1_tr_00094	0	3.0	0.6	10.6666666666667	15.25	8.4	6.64285714285714	6.45454545454545
1	FW_v1_tr_00095	0	3.66666666666667	2.8	4.5	4.0	2.5	13.1428571428571	7.27272727272727
14	FW_v1_tr_00097	3	8.33333333333333	14.8	15.5	11.375	10.8	13.8571428571429	16.3636363636364
1	FW_v1_tr_00098	4	0.333333333333333	4.6	36.5	55.0	52.4	71.0	54.3636363636364
3	FW_v1_tr_00099	0	19.3333333333333	43.4	83.3333333333333	59.875	59.1	68.5	44.2727272727273
10	FW_v1_tr_00100	7	8.33333333333333	6.4	6.16666666666667	6.875	6.3	11.2142857142857	4.27272727272727
1	FW_v1_tr_00101	0	0.0	0.0	2.33333333333333	7.5	13.9	32.7142857142857	37.9090909090909
1	FW_v1_tr_00103	2	0.333333333333333	1.8	26.6666666666667	19.625	11.9	8.42857142857143	2.90909090909091
5	FW_v1_tr_00104	0	0.0	0.0	0.0	0.125	0.9	11.2857142857143	7.0
5	FW_v1_tr_00105	114	124.666666666667	131.4	26.6666666666667	13.0	4.0	28.0714285714286	16.5454545454545
1	FW_v1_tr_00106	91	29.6666666666667	31.0	8.5	9.375	1.9	1.42857142857143	0.818181818181818
5	FW_v1_tr_00107	133	127.0	121.8	28.1666666666667	10.875	4.0	27.7142857142857	16.5454545454545
14	FW_v1_tr_00108	0	0.0	0.0	0.5	2.5	1.4	8.14285714285714	6.36363636363636
1	FW_v1_tr_00109	0	0.666666666666667	2.6	18.8333333333333	24.25	22.0	40.7142857142857	35.7272727272727
1	FW_v1_tr_00110	40	10.0	31.2	21.0	13.5	20.8	26.8571428571429	20.3636363636364
13	FW_v1_tr_00111	0	0.0	0.0	1.0	2.375	0.6	7.57142857142857	11.7272727272727
1	FW_v1_tr_00112	0	0.0	0.0	0.666666666666667	0.625	4.1	10.0714285714286	16.6363636363636
4	FW_v1_tr_00113	4	2.33333333333333	12.8	0.666666666666667	0.875	0.5	1.14285714285714	1.0
4	FW_v1_tr_00114	3	14.0	31.6	116.833333333333	171.125	91.4	67.2142857142857	44.0
1	FW_v1_tr_00115	34	11.0	26.6	31.1666666666667	20.875	22.5	64.8571428571429	69.2727272727273
9	FW_v1_tr_00116	0	0.333333333333333	0.8	0.666666666666667	10.125	15.8	51.2142857142857	53.2727272727273
1	FW_v1_tr_00117	29	10.3333333333333	27.2	27.5	20.375	24.0	64.9285714285714	62.4545454545455
14	FW_v1_tr_00118	20	37.0	46.4	43.3333333333333	50.125	35.6	34.8571428571429	31.4545454545455
1	FW_v1_tr_00119	8	0.0	5.2	8.33333333333333	10.75	12.9	14.1428571428571	13.3636363636364
1	FW_v1_tr_00120	5	8.33333333333333	13.8	15.8333333333333	24.375	11.5	41.9285714285714	42.0
1	FW_v1_tr_00121	8	10.6666666666667	20.0	5.16666666666667	1.75	1.2	0.142857142857143	0.0909090909090909
1	FW_v1_tr_00122	0	0.0	0.8	8.0	14.5	9.4	65.1428571428571	185.545454545455
2	FW_v1_tr_00123	0	0.666666666666667	0.0	1.5	4.875	1.6	2.78571428571429	0.454545454545455
1	FW_v1_tr_00124	9	7.66666666666667	10.8	7.66666666666667	3.0	1.4	3.71428571428571	2.72727272727273
5	FW_v1_tr_00125	0	0.0	0.0	0.0	0.0	2.1	4.78571428571429	5.54545454545455
1	FW_v1_tr_00126	14	11.3333333333333	16.4	25.3333333333333	31.625	25.1	80.0714285714286	48.5454545454545
1	FW_v1_tr_00127	7	37.6666666666667	67.2	139.333333333333	114.25	75.1	117.642857142857	83.7272727272727
4	FW_v1_tr_00128	0	1.66666666666667	4.4	8.83333333333333	8.5	5.6	9.28571428571429	8.09090909090909
14	FW_v1_tr_00129	3	0.0	1.4	27.8333333333333	53.25	32.5	83.0714285714286	39.5454545454545
5	FW_v1_tr_00130	7	8.0	20.4	9.83333333333333	10.125	9.6	6.28571428571429	5.18181818181818
2	FW_v1_tr_00131	1	3.0	5.2	9.5	21.75	22.5	30.2857142857143	17.9090909090909
1	FW_v1_tr_00132	0	0.0	0.6	4.0	11.25	12.3	37.0714285714286	28.1818181818182
14	FW_v1_tr_00133	0	0.0	0.0	0.0	0.25	0.0	1.71428571428571	4.63636363636364
1	FW_v1_tr_00134	0	5.0	10.0	24.8333333333333	26.625	15.2	27.5	16.0
1	FW_v1_tr_00135	9	16.6666666666667	20.4	13.5	12.375	6.2	18.5714285714286	6.72727272727273
1	FW_v1_tr_00136	0	1.0	3.0	3.5	6.5	5.6	2.07142857142857	2.54545454545455
1	FW_v1_tr_00137	43	41.0	79.4	119.666666666667	80.375	64.5	194.0	157.363636363636
1	FW_v1_tr_00138	0	1.33333333333333	0.4	7.16666666666667	12.375	7.9	26.0	18.0
14	FW_v1_tr_00139	0	0.0	2.6	1.16666666666667	2.5	3.0	18.0	24.8181818181818
5	FW_v1_tr_00140	5	12.0	43.6	288.5	333.0	306.4	52.7857142857143	33.7272727272727
1	FW_v1_tr_00141	0	0.0	0.8	0.333333333333333	0.75	0.5	16.8571428571429	19.9090909090909
3	FW_v1_tr_00142	0	0.666666666666667	0.0	3.66666666666667	0.625	0.2	0.642857142857143	1.81818181818182
1	FW_v1_tr_00143	17	21.3333333333333	29.6	13.8333333333333	9.375	4.6	6.85714285714286	4.36363636363636
1	FW_v1_tr_00144	0	1.0	2.0	1.66666666666667	4.625	6.2	96.7857142857143	59.5454545454545
14	FW_v1_tr_00145	4	7.66666666666667	6.2	5.0	7.125	3.4	0.785714285714286	0.727272727272727
6	FW_v1_tr_00146	0	20.0	45.6	29.5	23.0	33.8	12.2857142857143	14.0909090909091
14	FW_v1_tr_00147	0	5.33333333333333	9.4	7.66666666666667	5.125	9.3	11.0	6.36363636363636
1	FW_v1_tr_00148	10	0.666666666666667	16.8	51.5	29.75	34.3	175.785714285714	127.0
1	FW_v1_tr_00149	0	2.66666666666667	12.8	33.3333333333333	29.25	23.7	14.7142857142857	16.8181818181818
1	FW_v1_tr_00150	0	0.333333333333333	0.8	6.0	15.75	25.5	425.285714285714	413.363636363636
1	FW_v1_tr_00151	0	0.0	0.2	0.333333333333333	1.375	0.1	3.71428571428571	1.72727272727273
6	FW_v1_tr_00152	0	1.66666666666667	0.4	2.5	6.625	3.5	2.78571428571429	0.545454545454545
1	FW_v1_tr_00153	0	0.0	2.2	23.6666666666667	36.875	44.2	52.8571428571429	44.8181818181818
1	FW_v1_tr_00154	0	0.0	0.0	0.5	1.375	0.9	25.7857142857143	20.6363636363636
1	FW_v1_tr_00156	3	3.0	2.8	4.83333333333333	4.875	4.0	6.85714285714286	5.45454545454545
1	FW_v1_tr_00157	3	6.0	4.0	6.5	6.375	7.2	9.14285714285714	6.36363636363636
14	FW_v1_tr_00158	1	2.66666666666667	1.0	13.6666666666667	4.25	5.6	4.07142857142857	2.72727272727273
1	FW_v1_tr_00159	5	5.33333333333333	15.8	3.83333333333333	11.0	2.3	3.78571428571429	5.81818181818182
1	FW_v1_tr_00160	1	0.333333333333333	5.4	5.83333333333333	8.875	1.7	2.0	1.90909090909091
1	FW_v1_tr_00161	162	203.666666666667	210.6	52.6666666666667	26.5	12.8	0.0	0.181818181818182
14	FW_v1_tr_00162	2	5.33333333333333	3.4	10.8333333333333	4.75	2.9	2.21428571428571	1.54545454545455
7	FW_v1_tr_00163	0	3.0	7.4	28.3333333333333	33.125	23.6	22.2857142857143	24.4545454545455
14	FW_v1_tr_00164	0	6.66666666666667	3.2	5.16666666666667	9.125	9.9	24.2142857142857	10.7272727272727
1	FW_v1_tr_00165	28	20.0	10.8	28.1666666666667	30.125	27.5	99.9285714285714	115.181818181818
5	FW_v1_tr_00166	0	9.0	3.4	1.16666666666667	6.25	6.3	9.5	4.63636363636364
1	FW_v1_tr_00168	1	0.666666666666667	0.4	2.16666666666667	4.875	8.2	13.4285714285714	6.09090909090909
1	FW_v1_tr_00169	0	0.0	0.0	0.666666666666667	1.625	1.2	2.92857142857143	1.72727272727273
1	FW_v1_tr_00170	2426	1017.0	1236.8	1029.16666666667	582.125	630.4	147.285714285714	75.1818181818182
1	FW_v1_tr_00171	1	159.666666666667	215.0	85.1666666666667	84.125	42.4	33.6428571428571	29.0909090909091
14	FW_v1_tr_00172	0	1.33333333333333	1.6	21.0	15.875	20.5	18.1428571428571	15.2727272727273
1	FW_v1_tr_00173	2	7.33333333333333	13.4	15.5	20.875	11.5	34.7857142857143	33.1818181818182
1	FW_v1_tr_00174	0	3.0	5.8	12.3333333333333	13.125	12.1	26.2142857142857	21.0909090909091
1	FW_v1_tr_00175	24	32.6666666666667	31.4	24.3333333333333	22.75	27.1	24.3571428571429	13.6363636363636
14	FW_v1_tr_00176	0	34.0	69.8	7.5	5.875	1.6	0.214285714285714	0.0
1	FW_v1_tr_00178	46	173.0	182.0	234.0	308.0	224.3	636.142857142857	457.545454545455
14	FW_v1_tr_00179	0	2.33333333333333	2.6	3.66666666666667	3.0	2.5	2.0	1.45454545454545
5	FW_v1_tr_00180	0	21.6666666666667	26.4	86.0	74.625	71.0	69.8571428571429	52.9090909090909
1	FW_v1_tr_00181	1	0.0	0.0	5.0	14.75	8.9	11.5714285714286	6.36363636363636
1	FW_v1_tr_00182	18	119.666666666667	128.0	683.0	590.625	460.2	545.642857142857	375.545454545455
2	FW_v1_tr_00183	0	5.33333333333333	11.6	27.1666666666667	21.5	14.0	12.2142857142857	9.36363636363636
1	FW_v1_tr_00184	3	3.66666666666667	4.6	6.66666666666667	6.625	6.2	13.7857142857143	8.72727272727273
2	FW_v1_tr_00185	7	12.3333333333333	7.4	11.1666666666667	8.375	7.5	14.4285714285714	16.0
1	FW_v1_tr_00186	12	42.3333333333333	30.6	33.0	14.75	19.2	32.7857142857143	17.2727272727273
1	FW_v1_tr_00187	0	0.0	91.4	27.0	23.875	19.4	0.0714285714285714	0.636363636363636
2	FW_v1_tr_00188	0	2.33333333333333	4.0	18.8333333333333	18.75	13.8	16.2857142857143	9.63636363636364
14	FW_v1_tr_00189	10	13.6666666666667	7.6	3.83333333333333	3.75	6.8	8.57142857142857	7.09090909090909
1	FW_v1_tr_00190	0	7.0	7.4	4.66666666666667	7.5	3.5	1.14285714285714	0.181818181818182
1	FW_v1_tr_00191	16	9.33333333333333	26.0	8.5	7.75	14.1	40.2142857142857	34.8181818181818
2	FW_v1_tr_00192	2	13.3333333333333	22.0	26.1666666666667	27.625	29.5	98.0	89.9090909090909
1	FW_v1_tr_00193	0	35.6666666666667	43.0	65.6666666666667	49.375	41.8	4.71428571428571	1.18181818181818
1	FW_v1_tr_00194	3	5.33333333333333	21.4	26.5	10.25	28.1	88.1428571428571	183.545454545455
14	FW_v1_tr_00195	1	1.0	0.0	3.5	6.625	6.4	16.7857142857143	12.9090909090909
13	FW_v1_tr_00196	10	5.0	12.4	5.16666666666667	7.25	7.8	1.64285714285714	0.181818181818182
13	FW_v1_tr_00197	0	0.0	0.2	0.0	0.0	0.0	25.8571428571429	122.727272727273
1	FW_v1_tr_00198	5	8.33333333333333	15.0	18.3333333333333	16.625	16.5	34.2857142857143	17.4545454545455
2	FW_v1_tr_00199	21	3.33333333333333	4.8	4.33333333333333	13.0	8.6	17.8571428571429	19.7272727272727
2	FW_v1_tr_00200	14	4.0	3.2	4.16666666666667	11.0	7.1	16.4285714285714	17.1818181818182
13	FW_v1_tr_00201	0	0.0	0.8	11.1666666666667	3.625	7.7	4.92857142857143	4.45454545454545
14	FW_v1_tr_00202	15	13.6666666666667	14.8	22.1666666666667	21.375	23.0	26.4285714285714	33.8181818181818
1	FW_v1_tr_00203	24	23.6666666666667	37.6	9.5	2.625	0.3	1.85714285714286	1.27272727272727
1	FW_v1_tr_00204	18	12.0	4.6	23.0	13.75	15.0	11.7142857142857	8.36363636363636
2	FW_v1_tr_00205	1	4.0	15.0	34.5	31.125	23.9	76.3571428571429	50.2727272727273
2	FW_v1_tr_00206	1	2.33333333333333	14.2	25.6666666666667	23.625	17.4	48.0714285714286	28.3636363636364
14	FW_v1_tr_00207	0	1.33333333333333	4.0	10.1666666666667	5.5	6.0	7.5	0.454545454545455
2	FW_v1_tr_00208	6	8.33333333333333	17.4	9.5	25.0	21.3	31.7142857142857	41.0
14	FW_v1_tr_00209	0	0.0	0.0	0.0	0.25	0.1	8.85714285714286	9.90909090909091
1	FW_v1_tr_00210	0	0.0	4.0	6.33333333333333	9.75	0.7	9.28571428571429	7.54545454545455
1	FW_v1_tr_00211	26	25.6666666666667	42.8	60.1666666666667	57.125	43.1	74.3571428571429	61.1818181818182
1	FW_v1_tr_00212	1	47.3333333333333	164.8	270.333333333333	225.5	169.4	277.857142857143	226.363636363636
2	FW_v1_tr_00215	37	11.0	43.6	56.5	63.5	51.0	245.071428571429	142.545454545455
1	FW_v1_tr_00216	0	7.0	6.4	68.6666666666667	42.375	22.9	51.2857142857143	33.0909090909091
1	FW_v1_tr_00217	0	0.0	0.0	0.0	0.0	0.0	1.07142857142857	4.36363636363636
1	FW_v1_tr_00218	494	248.333333333333	479.6	123.5	110.125	76.0	460.285714285714	520.909090909091
1	FW_v1_tr_00219	3	30.0	53.2	38.6666666666667	20.75	11.4	9.85714285714286	4.54545454545455
1	FW_v1_tr_00220	0	0.0	8.0	12.1666666666667	14.375	12.7	18.2142857142857	15.1818181818182
9	FW_v1_tr_00221	0	2.33333333333333	3.8	1.83333333333333	0.375	4.2	0.642857142857143	0.909090909090909
1	FW_v1_tr_00222	22	25.0	41.8	76.1666666666667	73.75	93.5	89.9285714285714	81.7272727272727
2	FW_v1_tr_00223	6	4.0	7.8	43.1666666666667	57.25	71.5	75.5714285714286	69.2727272727273
14	FW_v1_tr_00224	3	6.0	6.8	18.0	6.125	5.2	4.57142857142857	3.72727272727273
2	FW_v1_tr_00225	1	22.0	36.8	57.5	47.25	25.1	10.7857142857143	10.9090909090909
1	FW_v1_tr_00226	0	0.0	0.0	0.0	0.0	0.0	3.35714285714286	5.90909090909091
14	FW_v1_tr_00227	44	17.0	6.4	9.83333333333333	14.75	13.7	20.0	13.0
14	FW_v1_tr_00228	0	0.0	0.0	0.5	0.5	1.4	4.5	8.0
1	FW_v1_tr_00229	2	1.33333333333333	5.0	11.6666666666667	16.125	16.8	48.7857142857143	40.0
6	FW_v1_tr_00230	3	1.33333333333333	7.0	1.5	2.75	0.1	0.0	0.0
2	FW_v1_tr_00231	16	1.66666666666667	5.4	19.5	13.625	7.1	15.0	12.0909090909091
1	FW_v1_tr_00232	0	8.33333333333333	1.8	27.1666666666667	33.375	26.7	36.9285714285714	30.6363636363636
1	FW_v1_tr_00233	46	38.3333333333333	90.6	33.0	23.25	18.5	2.5	1.0
1	FW_v1_tr_00234	0	0.0	0.0	5.66666666666667	9.625	8.1	13.0	14.3636363636364
5	FW_v1_tr_00235	1	0.333333333333333	1.4	13.8333333333333	13.375	21.3	47.0	31.5454545454545
14	FW_v1_tr_00236	22	18.0	19.6	13.3333333333333	2.75	3.4	0.142857142857143	0.0
6	FW_v1_tr_00238	0	0.333333333333333	6.0	129.5	233.875	231.5	444.142857142857	348.909090909091
1	FW_v1_tr_00239	1	2.0	11.2	4.33333333333333	20.625	9.1	6.0	1.45454545454545
1	FW_v1_tr_00240	346	1108.66666666667	1472.8	1366.66666666667	1169.0	1057.4	864.071428571429	719.636363636364
1	FW_v1_tr_00241	10	12.0	18.0	18.0	14.125	10.4	10.8571428571429	7.18181818181818
1	FW_v1_tr_00242	0	0.333333333333333	3.4	93.8333333333333	146.75	144.2	102.071428571429	83.8181818181818
4	FW_v1_tr_00243	31	45.3333333333333	34.8	19.0	13.75	6.9	5.57142857142857	3.81818181818182
1	FW_v1_tr_00244	0	2.33333333333333	8.4	26.0	22.125	19.9	19.2142857142857	17.3636363636364
1	FW_v1_tr_00245	0	4.33333333333333	14.4	62.6666666666667	49.0	60.8	56.4285714285714	33.7272727272727
14	FW_v1_tr_00246	0	0.0	0.0	12.0	29.375	23.0	20.7857142857143	37.0909090909091
1	FW_v1_tr_00247	0	8.33333333333333	15.8	153.0	240.0	182.0	163.428571428571	123.090909090909
14	FW_v1_tr_00248	14	5.0	15.6	6.66666666666667	9.625	4.4	9.5	8.18181818181818
1	FW_v1_tr_00249	19	13.0	26.8	5.16666666666667	6.375	5.2	14.7142857142857	18.5454545454545
2	FW_v1_tr_00251	9	1.66666666666667	7.0	3.16666666666667	6.625	5.5	6.07142857142857	7.90909090909091
2	FW_v1_tr_00252	10	7.33333333333333	11.4	9.83333333333333	12.375	9.0	24.2857142857143	39.1818181818182
14	FW_v1_tr_00253	4	6.33333333333333	15.2	7.33333333333333	10.375	3.7	2.42857142857143	0.0
1	FW_v1_tr_00254	1	10.0	9.6	45.3333333333333	52.875	57.4	76.8571428571429	55.2727272727273
1	FW_v1_tr_00255	0	56.6666666666667	64.6	291.833333333333	251.125	139.3	90.1428571428571	59.0909090909091
14	FW_v1_tr_00256	0	0.0	0.0	0.0	0.0	0.2	13.5714285714286	13.7272727272727
14	FW_v1_tr_00257	2	1.0	0.0	0.0	0.375	0.0	8.35714285714286	1.27272727272727
10	FW_v1_tr_00258	117	29.0	57.8	13.0	10.75	15.5	20.2142857142857	16.8181818181818
1	FW_v1_tr_00259	40	90.0	132.2	178.0	171.5	139.0	30.4285714285714	30.0909090909091
2	FW_v1_tr_00260	8	9.66666666666667	9.8	8.83333333333333	4.25	3.2	4.5	3.63636363636364
4	FW_v1_tr_00261	1	0.0	1.8	3.83333333333333	8.0	14.7	34.9285714285714	38.5454545454545
1	FW_v1_tr_00262	0	0.0	0.4	3.5	12.875	14.6	93.0	79.0
1	FW_v1_tr_00264	0	8.33333333333333	3.8	6.0	8.375	6.7	29.0	42.0
1	FW_v1_tr_00265	4	2.66666666666667	7.4	11.0	20.375	16.1	22.3571428571429	14.8181818181818
14	FW_v1_tr_00266	8	5.0	4.2	7.83333333333333	5.875	3.1	20.0	22.0909090909091
1	FW_v1_tr_00267	11	27.0	39.0	130.5	151.875	114.0	64.1428571428571	48.0909090909091
14	FW_v1_tr_00268	0	6.66666666666667	6.4	21.6666666666667	25.375	9.6	7.14285714285714	6.27272727272727
14	FW_v1_tr_00269	0	0.0	0.2	0.5	2.625	3.5	26.4285714285714	17.7272727272727
14	FW_v1_tr_00270	7	9.33333333333333	7.0	8.83333333333333	7.375	3.2	8.07142857142857	7.36363636363636
1	FW_v1_tr_00271	0	0.0	0.4	5.16666666666667	12.25	8.2	22.5	17.8181818181818
